"ensembl","symbol","entrez"
"ENSRNOG00000014966","C1h19orf12","690000"
"ENSRNOG00000027724","Plekhf1","308543"
"ENSRNOG00000027646","Pop4","292831"
"ENSRNOG00000051237","LOC134485113","134485113"
"ENSRNOG00000032204","Uqcrbl1","685596"
"ENSRNOG00000059938",NA,NA
"ENSRNOG00000052237",NA,NA
"ENSRNOG00000037364",NA,NA
"ENSRNOG00000037366",NA,NA
"ENSRNOG00000017456","Vstm2b","361560"
"ENSRNOG00000037360",NA,NA
"ENSRNOG00000014380","Zfp788","102555672"
"ENSRNOG00000017918","Iglon5","308557"
"ENSRNOG00000023411","Vsig10l","308556"
"ENSRNOG00000017851","Etfb","292845"
"ENSRNOG00000024056","Zfp715","100360772"
"ENSRNOG00000037348","Isg20l1","120099798"
"ENSRNOG00000023233","Zfp658","102546648"
"ENSRNOG00000033729","Zfp719","102556967"
"ENSRNOG00000030160","Zfp819","308561"
"ENSRNOG00000022701","Zfp819","308561"
"ENSRNOG00000018334","Ctu1","292847"
"ENSRNOG00000019132","Fv1","308568"
"ENSRNOG00000019138","Clec11a","29313"
"ENSRNOG00000019207","Shank1","78957"
"ENSRNOG00000062061",NA,NA
"ENSRNOG00000037298","C1h19orf81","292874"
"ENSRNOG00000019318","Syt3","25731"
"ENSRNOG00000019418","Lrrc4b","308571"
"ENSRNOG00000019424","Aspdh","292875"
"ENSRNOG00000019442","Josd2","292876"
"ENSRNOG00000019532","Emc10","292878"
"ENSRNOG00000031739","Garin5a","361564"
"ENSRNOG00000019627","Mybpc2","292879"
"ENSRNOG00000019681","Pold1","59294"
"ENSRNOG00000019812","Nr1h2","58851"
"ENSRNOG00000019959","Kcnc3","117101"
"ENSRNOG00000020014","Myh14","308572"
"ENSRNOG00000049382",NA,NA
"ENSRNOG00000026572","Zfp473","292884"
"ENSRNOG00000026517","Vrk3","361565"
"ENSRNOG00000020060","Atf5","282840"
"ENSRNOG00000048733","Nup62","65274"
"ENSRNOG00000020148","Il4i1","100360621"
"ENSRNOG00000020191","Tbc1d17","292886"
"ENSRNOG00000020289","Akt1s1","292887"
"ENSRNOG00000020318","Pnkp","308576"
"ENSRNOG00000020358","Ptov1","292888"
"ENSRNOG00000020363","Med25","292889"
"ENSRNOG00000053084","Fuz","308577"
"ENSRNOG00000026243","Ap2a1","308578"
"ENSRNOG00000026163","Cpt1c","308579"
"ENSRNOG00000026109","Prmt1","60421"
"ENSRNOG00000020486","Bcl2l12","361567"
"ENSRNOG00000043388","Irf3","292892"
"ENSRNOG00000056946","Scaf1","56081"
"ENSRNOG00000037247","Rras","361568"
"ENSRNOG00000059408","Prr12","361569"
"ENSRNOG00000020517","Prrg2","361570"
"ENSRNOG00000020543","Nosip","292894"
"ENSRNOG00000043007","Rcn3","494125"
"ENSRNOG00000020583","Fcgrt","29558"
"ENSRNOG00000020595","Rps11","81774"
"ENSRNOG00000062298",NA,NA
"ENSRNOG00000056212",NA,NA
"ENSRNOG00000020623","Aldh16a1","361571"
"ENSRNOG00000020634","Pih1d1","292898"
"ENSRNOG00000020650","Slc17a7","116638"
"ENSRNOG00000025378","Kash5","308581"
"ENSRNOG00000020695","Tead2","308582"
"ENSRNOG00000020714","Trpm4","171143"
"ENSRNOG00000020719","Hrc","292905"
"ENSRNOG00000020731","Ppfia3","140591"
"ENSRNOG00000020746","Lin7b","60377"
"ENSRNOG00000020763","Snrnp70","361574"
"ENSRNOG00000020793","Ruvbl2","292907"
"ENSRNOG00000020812","Gys1","690987"
"ENSRNOG00000020843",NA,NA
"ENSRNOG00000020876","Bax","24887"
"ENSRNOG00000020883","Dhdh","691002"
"ENSRNOG00000020889","Nucb1","84595"
"ENSRNOG00000020938","Ppp1r15a","171071"
"ENSRNOG00000020942","Plekha4","308584"
"ENSRNOG00000020956","Bcat2","64203"
"ENSRNOG00000020995","Fut1","81919"
"ENSRNOG00000021004","Rasip1","292912"
"ENSRNOG00000024580","Mamstr","691041"
"ENSRNOG00000021017","Ca11","308588"
"ENSRNOG00000021027","Dbp","24309"
"ENSRNOG00000021032","Sphk2","308589"
"ENSRNOG00000021035","Rpl18","81766"
"ENSRNOG00000021046","Sult2b1","292915"
"ENSRNOG00000021048","Lmtk3","691056"
"ENSRNOG00000021051","Cyth2","116692"
"ENSRNOG00000021056",NA,NA
"ENSRNOG00000021058","Grwd1","308592"
"ENSRNOG00000021063","Grin2d","24412"
"ENSRNOG00000021082","Kdelr1","361577"
"ENSRNOG00000021093","Syngr4","292916"
"ENSRNOG00000021096","Tmem143","308593"
"ENSRNOG00000021104","Emp3","81505"
"ENSRNOG00000021118","Nomo1","361578"
"ENSRNOG00000021128","Kcnj11","83535"
"ENSRNOG00000021130","Abcc8","25559"
"ENSRNOG00000055401","Kcnc1","25327"
"ENSRNOG00000011488","Tph1","24848"
"ENSRNOG00000011895","Saa3","687992"
"ENSRNOG00000055531","Hps5","308598"
"ENSRNOG00000012360","Gtf2h1","361580"
"ENSRNOG00000013009","Ldha","24533"
"ENSRNOG00000013381","Tsg101","292925"
"ENSRNOG00000013624","Uevld","691172"
"ENSRNOG00000050806",NA,NA
"ENSRNOG00000013663","Tmem86a","308602"
"ENSRNOG00000013981","Ptpn5","29644"
"ENSRNOG00000014277","Zdhhc13","365252"
"ENSRNOG00000022537","E2f8","308607"
"ENSRNOG00000058637",NA,NA
"ENSRNOG00000014530","Nav2","171563"
"ENSRNOG00000022189","Htatip2","292935"
"ENSRNOG00000014829","Prmt3","89820"
"ENSRNOG00000015675","Nell1","81733"
"ENSRNOG00000016147","Slc17a6","84487"
"ENSRNOG00000023968","Fancf","499155"
"ENSRNOG00000016717",NA,NA
"ENSRNOG00000037137","Svip","499157"
"ENSRNOG00000021507","Luzp2","100910839"
"ENSRNOG00000062283",NA,NA
"ENSRNOG00000014862","Gabrg3","79211"
"ENSRNOG00000010803","Gabra5","29707"
"ENSRNOG00000060599","Gabrb3","24922"
"ENSRNOG00000021484",NA,NA
"ENSRNOG00000011480","Tubgcp5","308663"
"ENSRNOG00000011945","Cyfip1","308666"
"ENSRNOG00000012690","Nipa2","308667"
"ENSRNOG00000042702","Nipa1","308668"
"ENSRNOG00000013718","Herc2","308669"
"ENSRNOG00000056228","Atp10a","365266"
"ENSRNOG00000033844","Bex1","501625"
"ENSRNOG00000015734","Ube3a","361585"
"ENSRNOG00000057034",NA,NA
"ENSRNOG00000061051",NA,NA
"ENSRNOG00000010146","Ndn","308690"
"ENSRNOG00000010158","Magel2","679875"
"ENSRNOG00000010172","Mkrn3","292988"
"ENSRNOG00000024429","Peg12","308692"
"ENSRNOG00000010853","Chrna7","25302"
"ENSRNOG00000029078","Hmgn5","100910616"
"ENSRNOG00000015503","Otud7a","309252"
"ENSRNOG00000015822","Klf13","499171"
"ENSRNOG00000016090","Mtmr10","309255"
"ENSRNOG00000023985","Fan1","309256"
"ENSRNOG00000016266","Mphosph10","293828"
"ENSRNOG00000016327","Mcee","293829"
"ENSRNOG00000016358","Apba2","83610"
"ENSRNOG00000023496","Entrep2","680344"
"ENSRNOG00000016498",NA,NA
"ENSRNOG00000011077","Tjp1","292994"
"ENSRNOG00000053064",NA,NA
"ENSRNOG00000024460","Tars3","308701"
"ENSRNOG00000011290","Tm2d3","292995"
"ENSRNOG00000011526","Pcsk6","25507"
"ENSRNOG00000011932","Snrpa1","100361269"
"ENSRNOG00000012576","Selenos","286900"
"ENSRNOG00000012698","Chsy1","292999"
"ENSRNOG00000013795","Asb7","365277"
"ENSRNOG00000042776","Lins1","308704"
"ENSRNOG00000013823","Cers3","499174"
"ENSRNOG00000037080","Adamts17","293004"
"ENSRNOG00000050624","Lysmd4","681647"
"ENSRNOG00000047756","Mef2a","309957"
"ENSRNOG00000023274","Lrrc28","361588"
"ENSRNOG00000013877","Ttc23","308708"
"ENSRNOG00000014030","Synm","308709"
"ENSRNOG00000014187","Igf1r","25718"
"ENSRNOG00000010775","Arrdc4","293019"
"ENSRNOG00000010308","Nr2f2","113984"
"ENSRNOG00000012874","Rgma","308739"
"ENSRNOG00000012716","Chd2","308738"
"ENSRNOG00000051039",NA,NA
"ENSRNOG00000051102","Top1-ps1","499179"
"ENSRNOG00000012369","Fam174b","681398"
"ENSRNOG00000012031",NA,NA
"ENSRNOG00000032798","Slco3a1","140915"
"ENSRNOG00000011160","Sv2b","117556"
"ENSRNOG00000010964","Akap13","293024"
"ENSRNOG00000010959","Klhl25","293023"
"ENSRNOG00000018674","Ntrk3","29613"
"ENSRNOG00000018547","Mrpl46","293054"
"ENSRNOG00000018531","Mrps11","499185"
"ENSRNOG00000018515","Det1","308775"
"ENSRNOG00000018421","Aen","361594"
"ENSRNOG00000054561","Isg20","293052"
"ENSRNOG00000028992","Acan","58968"
"ENSRNOG00000022321","Hapln3","308773"
"ENSRNOG00000017510","Mfge8","25277"
"ENSRNOG00000017120","Abhd2","293050"
"ENSRNOG00000016897","Rlbp1","293049"
"ENSRNOG00000016689","Fanci","100360594"
"ENSRNOG00000032293","Polg","85472"
"ENSRNOG00000031802",NA,NA
"ENSRNOG00000015520","Ticrr","308768"
"ENSRNOG00000026857","Kif7","293047"
"ENSRNOG00000015003","Pex11a","85249"
"ENSRNOG00000014951","Mesp1","308766"
"ENSRNOG00000014925","Mesp2","293046"
"ENSRNOG00000043141","Ap3s2","683402"
"ENSRNOG00000014589","Arpin","308765"
"ENSRNOG00000014278","Zfp710","293044"
"ENSRNOG00000047565",NA,NA
"ENSRNOG00000047000",NA,NA
"ENSRNOG00000013949","Idh2","361596"
"ENSRNOG00000025167","Sema4b","293042"
"ENSRNOG00000033498","Cib1","81823"
"ENSRNOG00000025003",NA,NA
"ENSRNOG00000013553","Ngrn","499191"
"ENSRNOG00000013149","Vps33b","64060"
"ENSRNOG00000013057","Prc1","308761"
"ENSRNOG00000042059","Rccd1","308760"
"ENSRNOG00000012357","Unc45a","308759"
"ENSRNOG00000012236","Hddc3","308758"
"ENSRNOG00000012055","Man2a2","308757"
"ENSRNOG00000011352","Furin","54281"
"ENSRNOG00000011213","Blm","308755"
"ENSRNOG00000011975","Crtc3","365297"
"ENSRNOG00000012002","Iqgap1","361598"
"ENSRNOG00000022164","Zscan2","683603"
"ENSRNOG00000010664","Wdr73","308751"
"ENSRNOG00000011011","Nmb","499194"
"ENSRNOG00000011029","Sec11a","65166"
"ENSRNOG00000060206","Zfp592","293038"
"ENSRNOG00000019106","Rps17","29286"
"ENSRNOG00000019161","Cpeb1","293056"
"ENSRNOG00000019249","Ap3b2","308777"
"ENSRNOG00000028113","Whamm","293057"
"ENSRNOG00000061450","Homer2","29547"
"ENSRNOG00000019426","Ramac","293058"
"ENSRNOG00000052273","C1h15orf40","293059"
"ENSRNOG00000019529","Btbd1","293060"
"ENSRNOG00000019662","Tm6sf1","361600"
"ENSRNOG00000019740","Hdgfl3","252941"
"ENSRNOG00000019776","Sh3gl3","81921"
"ENSRNOG00000010840","Adamtsl3","308787"
"ENSRNOG00000032723","Efl1","308789"
"ENSRNOG00000025142","Mex3b","308790"
"ENSRNOG00000025052","Stard5","502348"
"ENSRNOG00000011680","Il16","116996"
"ENSRNOG00000012349","Tlnrd1","308795"
"ENSRNOG00000012366","Mesd","308796"
"ENSRNOG00000012442","Cemip","308797"
"ENSRNOG00000012683","Abhd17c","361601"
"ENSRNOG00000013017","Arnt2","25243"
"ENSRNOG00000013223","Fah","29383"
"ENSRNOG00000013506","Zfand6","293067"
"ENSRNOG00000037327",NA,NA
"ENSRNOG00000050401",NA,NA
"ENSRNOG00000013770","Folh1","85309"
"ENSRNOG00000013925","Nox4","85431"
"ENSRNOG00000051996",NA,NA
"ENSRNOG00000016429","Grm5","24418"
"ENSRNOG00000016496","Ctsc","25423"
"ENSRNOG00000016769","Rab38","252916"
"ENSRNOG00000016815","Tmem135","293098"
"ENSRNOG00000016848",NA,NA
"ENSRNOG00000017307","Prss23","308807"
"ENSRNOG00000017311","Me3","361602"
"ENSRNOG00000022941",NA,NA
"ENSRNOG00000017383","Hikeshi","293103"
"ENSRNOG00000017509","Eed","293104"
"ENSRNOG00000062120",NA,NA
"ENSRNOG00000018322","Picalm","89816"
"ENSRNOG00000030776","Sytl2","361604"
"ENSRNOG00000022732","Tmem126b","293114"
"ENSRNOG00000022748","Tmem126a","293113"
"ENSRNOG00000018987","Crebzf","293112"
"ENSRNOG00000048071",NA,NA
"ENSRNOG00000022635","Dlg2","64053"
"ENSRNOG00000009462","Ccdc90b","308820"
"ENSRNOG00000009664","Ankrd42","293117"
"ENSRNOG00000009891","Pcf11","361605"
"ENSRNOG00000010224",NA,NA
"ENSRNOG00000022521","Ddias","499204"
"ENSRNOG00000010630","Prcp","293118"
"ENSRNOG00000010763",NA,NA
"ENSRNOG00000011151","Tenm4","308831"
"ENSRNOG00000011476","Nars2","293128"
"ENSRNOG00000011882","Gab2","84477"
"ENSRNOG00000024961","Usp35","308834"
"ENSRNOG00000024793","Kctd21","499209"
"ENSRNOG00000012292","Alg8","293129"
"ENSRNOG00000012383","Ndufc2","293130"
"ENSRNOG00000012494",NA,NA
"ENSRNOG00000012552","Ints4","308837"
"ENSRNOG00000012584","Aamdc","361606"
"ENSRNOG00000024194","Rsf1","308839"
"ENSRNOG00000012788","Clns1a","65160"
"ENSRNOG00000013358","Aqp11","286758"
"ENSRNOG00000029784","Pak1","29431"
"ENSRNOG00000014251","Capn5","171495"
"ENSRNOG00000036866","Acer3","499210"
"ENSRNOG00000027784","Tsku","308843"
"ENSRNOG00000015310","Lrrc32","293135"
"ENSRNOG00000015560","Emsy","361607"
"ENSRNOG00000053923","Thap12","308845"
"ENSRNOG00000016206","Uvrag","308846"
"ENSRNOG00000016573","Dgat2","252900"
"ENSRNOG00000027228","Mogat2","681211"
"ENSRNOG00000027204","Map6","29457"
"ENSRNOG00000016831","Serpinh1","29345"
"ENSRNOG00000036859","Gdpd5","499211"
"ENSRNOG00000017365","Klhl35","308850"
"ENSRNOG00000017418","Rps3","140654"
"ENSRNOG00000030404","Arrb1","25387"
"ENSRNOG00000017976","Slco2b1","140860"
"ENSRNOG00000018106","Neu3","117185"
"ENSRNOG00000018164","Spcs2","293142"
"ENSRNOG00000026408","Rnf169","685009"
"ENSRNOG00000018411","Pold3","293144"
"ENSRNOG00000016906","Lipt2","365314"
"ENSRNOG00000017079","Pgm2l1","685076"
"ENSRNOG00000052319",NA,NA
"ENSRNOG00000017118","P4ha3","361612"
"ENSRNOG00000017227","Ppme1","361613"
"ENSRNOG00000017608","C2cd3","293148"
"ENSRNOG00000017854","Ucp2","54315"
"ENSRNOG00000025385",NA,NA
"ENSRNOG00000018042","Mrpl48","293149"
"ENSRNOG00000018176","Rab6a","84379"
"ENSRNOG00000018627","Plekhb1","64471"
"ENSRNOG00000018873","Fam168a","361614"
"ENSRNOG00000025075","Relt","361615"
"ENSRNOG00000053502","Arhgef17","120099896"
"ENSRNOG00000019319","Fchsd2","308864"
"ENSRNOG00000028974",NA,NA
"ENSRNOG00000019413","Atg16l2","308865"
"ENSRNOG00000019491","Stard10","293150"
"ENSRNOG00000019555","Arap1","361617"
"ENSRNOG00000019560","Pde2a","81743"
"ENSRNOG00000019693","Clpb","65041"
"ENSRNOG00000019730","Inppl1","65038"
"ENSRNOG00000019936","Anapc15","293155"
"ENSRNOG00000020016","Lamtor1","308869"
"ENSRNOG00000000417","Numa1","308870"
"ENSRNOG00000020150","Il18bp","84388"
"ENSRNOG00000020175","Rnf121","308871"
"ENSRNOG00000020188","Trpc2","64573"
"ENSRNOG00000020347","Nup98","81738"
"ENSRNOG00000020371","Pgap2","116675"
"ENSRNOG00000020393","Rhog","308875"
"ENSRNOG00000020425","Stim1","361618"
"ENSRNOG00000045752","Rrm1","685579"
"ENSRNOG00000018517","Trim21","308901"
"ENSRNOG00000018503",NA,NA
"ENSRNOG00000047229","Trim68","684189"
"ENSRNOG00000047098",NA,NA
"ENSRNOG00000061299",NA,NA
"ENSRNOG00000058105",NA,NA
"ENSRNOG00000017191","Trim5","308906"
"ENSRNOG00000017408","Fhip1b","293343"
"ENSRNOG00000017679","Cckbr","25706"
"ENSRNOG00000017914","Cavin3","85332"
"ENSRNOG00000017977","Smpd1","308909"
"ENSRNOG00000018020","Apbb1","29722"
"ENSRNOG00000018356","Trim3","83616"
"ENSRNOG00000018440","Arfip2","293344"
"ENSRNOG00000050846","Timm10b","84384"
"ENSRNOG00000051291","Dnhd1","690115"
"ENSRNOG00000018766","Rrp8","308911"
"ENSRNOG00000018993","Ilk","170922"
"ENSRNOG00000019178","Taf10","293345"
"ENSRNOG00000019212","Tpp1","83534"
"ENSRNOG00000031643","Dchs1","308912"
"ENSRNOG00000019497","Mrpl17","171061"
"ENSRNOG00000019613","Syt9","60564"
"ENSRNOG00000019667","Ppfibp2","308918"
"ENSRNOG00000031368",NA,NA
"ENSRNOG00000052236",NA,NA
"ENSRNOG00000015221","Eif3f","293427"
"ENSRNOG00000046566","Tub","25609"
"ENSRNOG00000014691","Ric3","687147"
"ENSRNOG00000014629","Lmo1","245979"
"ENSRNOG00000014590","Stk33","690861"
"ENSRNOG00000014373","Trim66","361623"
"ENSRNOG00000014214",NA,NA
"ENSRNOG00000013934","Dennd2b","308944"
"ENSRNOG00000013744","Akip1","361624"
"ENSRNOG00000013591","Ascl3","246301"
"ENSRNOG00000013290","Nrip3","361625"
"ENSRNOG00000013123","Scube2","499241"
"ENSRNOG00000012206","Dennd5a","308942"
"ENSRNOG00000010752","Tmem41b","361626"
"ENSRNOG00000010427","Ipo7","308939"
"ENSRNOG00000010087","Zfp143","361627"
"ENSRNOG00000010017","Wee1","308937"
"ENSRNOG00000009910","Swap70","293410"
"ENSRNOG00000009812","Sbf2","691042"
"ENSRNOG00000018262","Ampd3","25095"
"ENSRNOG00000017900",NA,NA
"ENSRNOG00000017767","Irag1","308899"
"ENSRNOG00000017195","Ctr9","293184"
"ENSRNOG00000017158","Eif4g2","361628"
"ENSRNOG00000029082","Ftl1l7","499244"
"ENSRNOG00000017021","Galnt18","293181"
"ENSRNOG00000026754","Usp47","308896"
"ENSRNOG00000016343","Dkk3","171548"
"ENSRNOG00000016244",NA,NA
"ENSRNOG00000016210","Mical2","365352"
"ENSRNOG00000015713","Parva","57341"
"ENSRNOG00000015488","Tead1","361630"
"ENSRNOG00000014847",NA,NA
"ENSRNOG00000014448","Bmal1","29657"
"ENSRNOG00000014341","Btbd10","308890"
"ENSRNOG00000013176","Far1","293173"
"ENSRNOG00000058003","Spon1","64456"
"ENSRNOG00000012258","Rras2","365355"
"ENSRNOG00000039241","Ythdc2","307446"
"ENSRNOG00000057623","Copb1","114023"
"ENSRNOG00000011745","Psma1","29668"
"ENSRNOG00000032130",NA,NA
"ENSRNOG00000011417","Pde3b","29516"
"ENSRNOG00000024712","Insc","293166"
"ENSRNOG00000020456","Nucb2","59295"
"ENSRNOG00000020477","LOC100911093","100911093"
"ENSRNOG00000020479","Pik3c2a","361632"
"ENSRNOG00000051825",NA,NA
"ENSRNOG00000024602","Plekha7","499249"
"ENSRNOG00000053659","C1h11orf58","293160"
"ENSRNOG00000020514","Sox6","293165"
"ENSRNOG00000030807",NA,NA
"ENSRNOG00000056658","Xylt1","64133"
"ENSRNOG00000018320","Rps15a","117053"
"ENSRNOG00000017751","Arl6ip1","293551"
"ENSRNOG00000047386","Smg1","691397"
"ENSRNOG00000017136","Syt17","192189"
"ENSRNOG00000036762",NA,NA
"ENSRNOG00000017012","Coq7","25249"
"ENSRNOG00000016679","Tmc7","499254"
"ENSRNOG00000036760","Tmc5","365360"
"ENSRNOG00000048270",NA,NA
"ENSRNOG00000050445","Gde1","60418"
"ENSRNOG00000027405","Ccp110","361634"
"ENSRNOG00000016063","Vps35l","361635"
"ENSRNOG00000046147",NA,NA
"ENSRNOG00000036758","Iqck","100909537"
"ENSRNOG00000016013","Gprc5b","293546"
"ENSRNOG00000023863",NA,NA
"ENSRNOG00000014946","Thumpd1","309041"
"ENSRNOG00000014673","Eri2","691484"
"ENSRNOG00000014513","Rexo5","309036"
"ENSRNOG00000014037",NA,NA
"ENSRNOG00000024530","Lyrm1","365361"
"ENSRNOG00000048250","Ldaf1","378467"
"ENSRNOG00000061215","Crym","117024"
"ENSRNOG00000061844",NA,NA
"ENSRNOG00000036742","Uqcrc2","293448"
"ENSRNOG00000061899",NA,NA
"ENSRNOG00000055297",NA,NA
"ENSRNOG00000025110","Vwa3a","293449"
"ENSRNOG00000016448","Eef2k","25435"
"ENSRNOG00000016960","Polr3e","361640"
"ENSRNOG00000017260","Cdr2","308958"
"ENSRNOG00000017330",NA,NA
"ENSRNOG00000025940","Mettl9","100302453"
"ENSRNOG00000017659","Hs3st2","293451"
"ENSRNOG00000025793","Usp31","308959"
"ENSRNOG00000060008","Cog7","293456"
"ENSRNOG00000018599","Gga2","293455"
"ENSRNOG00000025353",NA,NA
"ENSRNOG00000018243","Ubfd1","293454"
"ENSRNOG00000018129","Ndufab1","293453"
"ENSRNOG00000025126","Palb2","293452"
"ENSRNOG00000018048","Dctn5","308961"
"ENSRNOG00000018815","Plk1","25515"
"ENSRNOG00000012061","Prkcb","25023"
"ENSRNOG00000012362","Cacng3","140724"
"ENSRNOG00000012806","Rbbp6","308968"
"ENSRNOG00000024737","Tnrc6a","308971"
"ENSRNOG00000013836","Arhgap17","63994"
"ENSRNOG00000014565","Lcmt1","361643"
"ENSRNOG00000024245","Zkscan2","368120"
"ENSRNOG00000059764",NA,NA
"ENSRNOG00000054391","Snrpn","81781"
"ENSRNOG00000057137",NA,NA
"ENSRNOG00000054854","Rps15a-ps9","691716"
"ENSRNOG00000015180","Kdm8","308976"
"ENSRNOG00000015218","Nsmce1","361645"
"ENSRNOG00000015441","Il4r","25084"
"ENSRNOG00000016218","Gtf3c1","171063"
"ENSRNOG00000016635","Katnip","361646"
"ENSRNOG00000016722","Xpo6","293476"
"ENSRNOG00000057696",NA,NA
"ENSRNOG00000017429","Lat","81511"
"ENSRNOG00000017621","Spns1","361648"
"ENSRNOG00000057384","Nfatc2ip","308983"
"ENSRNOG00000031947","Rpl36l3","100361060"
"ENSRNOG00000018462","Rabep2","80754"
"ENSRNOG00000049181","Sh2b1","89817"
"ENSRNOG00000018604","Tufm","293481"
"ENSRNOG00000018686","Atxn2l","361649"
"ENSRNOG00000018761","Eif3c","293484"
"ENSRNOG00000019103","Cln3","293485"
"ENSRNOG00000019245","Sgf29","293488"
"ENSRNOG00000019369","Slx1b","293489"
"ENSRNOG00000047988","Bola2","502367"
"ENSRNOG00000019430","Coro1a","155151"
"ENSRNOG00000056571",NA,NA
"ENSRNOG00000053583","Mapk3","50689"
"ENSRNOG00000019721","Ypel3","293491"
"ENSRNOG00000019813","Ppp4c","171366"
"ENSRNOG00000052802","Aldoa","24189"
"ENSRNOG00000019914","Tlcd3b","293493"
"ENSRNOG00000019920","Doc2a","65031"
"ENSRNOG00000019960","Ino80e","293494"
"ENSRNOG00000029061","Hirip3","361650"
"ENSRNOG00000019964","Taok2","64666"
"ENSRNOG00000020000","Tmem219","308986"
"ENSRNOG00000020010","Kctd13","293497"
"ENSRNOG00000027213","Asphd1","293498"
"ENSRNOG00000027098","Sez6l2","308988"
"ENSRNOG00000024144","Cdipt","192260"
"ENSRNOG00000020182","Mvp","64681"
"ENSRNOG00000020217",NA,NA
"ENSRNOG00000029366","Pagr1","293500"
"ENSRNOG00000055082","Maz","691842"
"ENSRNOG00000020281","Kif22","293502"
"ENSRNOG00000036711","Spn","24796"
"ENSRNOG00000017201","Cd2bp2","293505"
"ENSRNOG00000017349","Tbc1d10b","365372"
"ENSRNOG00000017804","Septin1","293507"
"ENSRNOG00000017837","Znf48","103690203"
"ENSRNOG00000043225","Zfp771","308992"
"ENSRNOG00000017850","Dctpp1","192252"
"ENSRNOG00000048397","Sephs2","308993"
"ENSRNOG00000017980","Itgal","308995"
"ENSRNOG00000029490","Znf768","102553763"
"ENSRNOG00000054418",NA,NA
"ENSRNOG00000046480","Zfp764l1","102553962"
"ENSRNOG00000031003","Zfp764","102553866"
"ENSRNOG00000018379","Zfp688","102554302"
"ENSRNOG00000018877","Zfp629","308998"
"ENSRNOG00000018518","Prr14","691898"
"ENSRNOG00000042728","Fbrs","691899"
"ENSRNOG00000050282","Srcap","361652"
"ENSRNOG00000018725","Phkg2","140671"
"ENSRNOG00000053015","Cfap119","691909"
"ENSRNOG00000018840","Rnf40","266712"
"ENSRNOG00000018916","Bcl7c","293514"
"ENSRNOG00000018962","Ctf1","29201"
"ENSRNOG00000018986","Fbxl19","308999"
"ENSRNOG00000039730","Orai3","309000"
"ENSRNOG00000055028","Setd1a","309001"
"ENSRNOG00000019080","Hsd3b7","246211"
"ENSRNOG00000019193","Stx1b","24923"
"ENSRNOG00000019302","Stx4","81803"
"ENSRNOG00000016683","Zfp668","309002"
"ENSRNOG00000026115","Zfp646","309003"
"ENSRNOG00000026040","Prss53","499270"
"ENSRNOG00000050828",NA,NA
"ENSRNOG00000019485","Kat8","310194"
"ENSRNOG00000019585",NA,NA
"ENSRNOG00000033343","Prss36","497040"
"ENSRNOG00000023360","Fus","317385"
"ENSRNOG00000019728","Itgam","25021"
"ENSRNOG00000019884",NA,NA
"ENSRNOG00000019935","Armc5","361653"
"ENSRNOG00000019965","Tgfb1i1","84574"
"ENSRNOG00000020144","Rusf1","361654"
"ENSRNOG00000042592","Rgs10","54290"
"ENSRNOG00000020271","Tial1","361655"
"ENSRNOG00000020298","Bag3","293524"
"ENSRNOG00000020388","Inpp5f","309008"
"ENSRNOG00000020394","Mcmbp","309009"
"ENSRNOG00000020411","Sec23ip","309010"
"ENSRNOG00000060009",NA,NA
"ENSRNOG00000016374","Fgfr2","25022"
"ENSRNOG00000024414","Ate1","293526"
"ENSRNOG00000020457","Tacc2","309025"
"ENSRNOG00000020452",NA,NA
"ENSRNOG00000020497","Plekha1","361659"
"ENSRNOG00000020533","Htra1","65164"
"ENSRNOG00000020597","C1h10orf88","309029"
"ENSRNOG00000020605","Pstk","361661"
"ENSRNOG00000025651","Ikzf5","309031"
"ENSRNOG00000020624","Acadsb","25618"
"ENSRNOG00000020424","Plpp4","309014"
"ENSRNOG00000020430","Wdr11","309016"
"ENSRNOG00000020446","Ska2l1","102555739"
"ENSRNOG00000020643","Bub3","361662"
"ENSRNOG00000047057","Gpr26","192153"
"ENSRNOG00000015902","Cpxm2","293566"
"ENSRNOG00000016267","Chst15","286974"
"ENSRNOG00000016807","Oat","64313"
"ENSRNOG00000017097","Lhpp","361663"
"ENSRNOG00000061348","Fam53b","309060"
"ENSRNOG00000017137","Eef1akmt2","361664"
"ENSRNOG00000017222","Abraxas2","293570"
"ENSRNOG00000017294","Zranb1","100360606"
"ENSRNOG00000017326","Ctbp2","81717"
"ENSRNOG00000017728","Edrf1","309069"
"ENSRNOG00000017810","Uros","309070"
"ENSRNOG00000018066","Bccip","361666"
"ENSRNOG00000018119","Dhx32","361667"
"ENSRNOG00000018327","Fank1","309071"
"ENSRNOG00000018384","Adam12","679837"
"ENSRNOG00000018683","Dock1","309081"
"ENSRNOG00000033881","Insyn2a","100233213"
"ENSRNOG00000015717","Ptpre","114767"
