"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","symbol","entrez"
16.5640495925927,0.203665597617711,0.617975119479006,0.329569251573452,0.741725459336231,0.999986216901628,"ENSRNOG00000029897",NA,NA
4361.03762052012,-0.0321824296596175,0.0515347998069142,-0.624479570701655,0.532312682804029,0.999986216901628,"ENSRNOG00000014303","Lrp11",292462
1405.89066219285,-0.00534518000569888,0.070526897636838,-0.0757892404855613,0.939586776353201,0.999986216901628,"ENSRNOG00000014330","Pcmt1",25604
763.126043938541,0.014355424202861,0.098246337419154,0.146116634777087,0.883829314701752,0.999986216901628,"ENSRNOG00000049505","Nup43",683983
4693.41764537606,-0.107495332738797,0.0502046091024493,-2.14114470086678,0.0322623708559769,0.999986216901628,"ENSRNOG00000014916","Lats1",308265
662.929131402627,0.0252714918208321,0.100536829677101,0.251365513533675,0.801531528096637,0.999986216901628,"ENSRNOG00000014996","Katna1",292464
196.473435578893,0.0184412242184269,0.181247015394878,0.101746360778684,0.918958002485336,0.999986216901628,"ENSRNOG00000015239","Ginm1",361448
2492.74390072255,0.084886153670581,0.0630681451489055,1.34594339932089,0.17832077104743,0.999986216901628,"ENSRNOG00000015552","Ppil4",361449
3257.78699058546,-0.0586288549454827,0.0511885014586667,-1.14535204733086,0.252063353818784,0.999986216901628,"ENSRNOG00000016054","Tab2",308267
44.3031203480565,0.0121910006681106,0.342186907541987,0.035626730302692,0.971579994148036,0.999986216901628,"ENSRNOG00000016381","Ust",361450
278.023855834831,0.213805888692533,0.149965728150448,1.42569833340881,0.153955437810513,0.999986216901628,"ENSRNOG00000013160","Sash1",365037
81.5392252351422,-0.0279787390493271,0.257739718516215,-0.108554239177408,0.913556058023033,0.999986216901628,"ENSRNOG00000023549",NA,NA
1334.38523860431,-0.129084677099914,0.0737195443680639,-1.75102380523983,0.0799418095811474,0.999986216901628,"ENSRNOG00000013351","Stxbp5",81022
25.7895629382329,0.23121196191601,0.479972902208443,0.481718782148246,0.630005731721853,0.999986216901628,"ENSRNOG00000014258",NA,NA
71.0981977686264,-0.166605209877702,0.278195986475065,-0.598877115334068,0.549254833084965,0.999986216901628,"ENSRNOG00000014290","Grm1",24414
3968.59177298516,-0.073967122208112,0.0615970303470359,-1.20082286096234,0.229819921959472,0.999986216901628,"ENSRNOG00000014450","Shprh",308282
1785.83455910773,-0.117449256704329,0.0663482895557498,-1.77019268304786,0.0766950478289676,0.999986216901628,"ENSRNOG00000014852","Fbxo30",308283
89.7293570376105,-0.0743218231577006,0.24531243818272,-0.3029680178807,0.761914234841601,0.999986216901628,"ENSRNOG00000040242","Epm2a",114005
872.580221919393,-0.178581125417729,0.110176227191038,-1.62086803996366,0.105045942445607,0.999986216901628,"ENSRNOG00000011058","Utrn",25600
16.0890560939437,-0.811574654479666,0.579096415483632,-1.40144997064415,0.161079558166764,0.999986216901628,"ENSRNOG00000014902","Stx11",292483
2244.97124344137,-0.0358919502748977,0.0602087062528885,-0.596125585627839,0.551091332975078,0.999986216901628,"ENSRNOG00000014908","Sf3b5",680891
1130.73565962114,-0.129322243259066,0.0995873591926552,-1.29858090733069,0.19408779374725,0.999986216901628,"ENSRNOG00000025587","Plagl1",25157
1023.36811047361,0.0933566744116822,0.0844831331036437,1.10503328868204,0.269145165103839,0.999986216901628,"ENSRNOG00000015217","Ltv1",361452
32.6336501997546,0.338056433036194,0.412605669117669,0.819320863329644,0.412603372251148,0.999986216901628,"ENSRNOG00000015473","Phactr2",308291
132.927516503965,0.102878623039848,0.202075317614831,0.509110287461929,0.610674921303263,0.999986216901628,"ENSRNOG00000015551","Fuca2",292485
892.033894997933,0.0582126266383263,0.0870863183794049,0.66844744067276,0.50384802136471,0.999986216901628,"ENSRNOG00000015660","Pex3",83519
22.8370986057221,-0.487008921750085,0.489470762510362,-0.994970402833356,0.319750659474541,0.999986216901628,"ENSRNOG00000046983","Adat2",361453
1212.23375618153,-0.0354551882450663,0.0745482424769225,-0.47560059187233,0.63435895364656,0.999986216901628,"ENSRNOG00000010753","Aig1",292486
9173.73066216742,-0.178908876624634,0.119956222524987,-1.49145140501041,0.135843020547235,0.999986216901628,"ENSRNOG00000011015","Hivep2",29721
35.216489261123,-0.384998557393195,0.39273528902927,-0.980300390995679,0.326937861783621,0.999986216901628,"ENSRNOG00000011411","Adgrg6",308376
3185.70257461313,-0.00335658437239672,0.0529715917039671,-0.0633657450045124,0.949475263939326,0.999986216901628,"ENSRNOG00000011540","Vta1",292640
23.5652783064775,-0.382420828502079,0.469093864767313,-0.815233063625279,0.41493891534943,0.999986216901628,"ENSRNOG00000012103","Nmbr",25264
57.5021316535669,0.411988625757567,0.302431776189137,1.36225310365507,0.173118022059241,0.999986216901628,"ENSRNOG00000060990",NA,NA
12.1529541034547,1.09061426834483,2.21124766863278,0.493212173297239,0.621862677324966,0.999986216901628,"ENSRNOG00000051831",NA,NA
4370.3761645141,-0.0830488970072419,0.245183454747603,-0.338721456930013,0.73481957492864,0.999986216901628,"ENSRNOG00000047746",NA,NA
64.1300050308185,-0.298117500976403,0.29284147566097,-1.01801666004969,0.30867003876457,0.999986216901628,"ENSRNOG00000059898",NA,NA
3594.86450326791,-0.0200995662690329,0.0544744469996098,-0.368972378355248,0.712148313278855,0.999986216901628,"ENSRNOG00000056940","Cited2",114490
91.3388121713199,0.127830814421102,0.250414328330434,0.510477236959152,0.609717158030711,0.999986216901628,"ENSRNOG00000060021","Txlnb",308622
2583.46070429702,-0.0299829443655659,0.0604792420436561,-0.495755954479772,0.620066603943062,0.999986216901628,"ENSRNOG00000060972","Heca",308624
1604.78840426571,0.105299122316694,0.0754118253259453,1.3963210923694,0.162617824933415,0.999986216901628,"ENSRNOG00000051450",NA,NA
1889.28718585246,-0.0640104502836873,0.0611471235386931,-1.04682684285521,0.295179447712853,0.999986216901628,"ENSRNOG00000059224","Reps1",292944
81.5022818640065,-0.0313381364879,0.271576394349062,-0.115393447810565,0.908133272161113,0.999986216901628,"ENSRNOG00000053347","Ccdc28a",361454
2046.02353691281,-0.102990631526447,0.0623807046232835,-1.65100141379304,0.098738286210903,0.999986216901628,"ENSRNOG00000060603","Nhsl1",308631
38.6104740107722,-0.089070294809936,0.397061259318355,-0.224323810796463,0.822505349935414,0.999986216901628,"ENSRNOG00000053735","Hebp2",308632
1147.73336948011,-0.373125233595603,0.248493127207575,-1.50155152292771,0.133212970964337,0.999986216901628,"ENSRNOG00000011460","Arfgef3",292947
11.0726526282439,-0.551297481623293,0.756559107044779,-0.728690562957776,0.466190966745097,0.999986216901628,"ENSRNOG00000011994","Perp",292949
58.5574176171963,0.166246764550783,0.315815724969608,0.526404328241673,0.598607309059012,0.999986216901628,"ENSRNOG00000049517","Tnfaip3",683206
971.249055902977,0.0213025454730224,0.0823127604963397,0.258800037133606,0.79578952922266,0.999986216901628,"ENSRNOG00000012074","Ifngr1",116465
13.8024501845301,-0.169635279835077,0.63929468203602,-0.265347553486326,0.790741734589258,0.999986216901628,"ENSRNOG00000012311","Slc35d3",308717
115.855861804984,0.00268709634870804,0.217858102866027,0.0123341583964884,0.990159014966153,0.999986216901628,"ENSRNOG00000012322","Pex7",308718
205.758658046418,-0.124973953251535,0.168180034024891,-0.743096253821891,0.457423407535908,0.999986216901628,"ENSRNOG00000031700","Map3k5",365057
167.575626516824,-0.0694053449410386,0.182939897250672,-0.379388782786602,0.704399179097334,0.999986216901628,"ENSRNOG00000012701","Map7",293016
8067.06939509174,0.0016329536003949,0.0442178844611444,0.0369297088789905,0.970541051638302,0.999986216901628,"ENSRNOG00000058050","Bclaf1",293017
11.5571121700703,-0.547694448178261,0.682560325411674,-0.802411783673375,0.422314798977595,0.999986216901628,"ENSRNOG00000013436","Pde7b",140929
1334.15068441182,0.0611634572318557,0.0717465810703245,0.852492987392731,0.39394052953045,0.999986216901628,"ENSRNOG00000013969","Ahi1",308923
57.8857083585892,0.218702007340565,0.318758298927281,0.686106081242635,0.492646216396249,0.999986216901628,"ENSRNOG00000055858","Myb",498982
2941.08433822505,-0.00672115922921836,0.0622183369580741,-0.108025375762573,0.913975563045414,0.999986216901628,"ENSRNOG00000014531","Hbs1l",293408
3039.88493243706,-0.0157775869950948,0.0608637327000287,-0.259228054132924,0.795459286662534,0.999986216901628,"ENSRNOG00000047605","Ptprk",360302
69.7960226877426,-0.394093340254904,0.275374412221008,-1.43111822582345,0.15239633461759,0.999986216901628,"ENSRNOG00000046617",NA,NA
94.9225878588803,0.0662244292455071,0.233118025512807,0.284081117707772,0.776348216993533,0.999986216901628,"ENSRNOG00000011134","Lama2",309368
229.063510083564,-0.0110502215919187,0.15351050416094,-0.0719834883763633,0.942615048126372,0.999986216901628,"ENSRNOG00000011245","Arhgap18",293947
23.2176321435982,0.373512016151514,0.486913503744655,0.767101370734194,0.443021247019089,0.999986216901628,"ENSRNOG00000051380",NA,NA
1763.98073148456,-0.0858078796723004,0.0644353355950114,-1.33168980777286,0.182962139833649,0.999986216901628,"ENSRNOG00000011720","L3mbtl3",309550
1128.4266161189,0.00885446662414586,0.10050281810952,0.0881016750644439,0.929795865049647,0.999986216901628,"ENSRNOG00000033517","Tpt1l3",100360791
341.406648780516,-0.107464460114048,0.132293307330618,-0.812319702957306,0.416608207726717,0.999986216901628,"ENSRNOG00000047783","Tmem200a",498987
42.5657418359779,0.0578236543069075,0.366170699514801,0.157914476454636,0.874524190635179,0.999986216901628,"ENSRNOG00000026462",NA,NA
546.825151793487,-0.0359086000182066,0.10575829895573,-0.339534583789379,0.734207048646059,0.999986216901628,"ENSRNOG00000012346","Epb41l2",309557
159.31126370723,0.0412232701203104,0.185495057189745,0.222233792882916,0.824131888862628,0.999986216901628,"ENSRNOG00000013202","Akap7",361458
