Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1176"	"ZNF550"	"969.7"	"ARCHS4 Coexpression,780;Enrichr Queries,1108;GTEx Coexpression,1021"	"NELL2,CXCR4,RAC1"
"gene_set_query"	"1177"	"GRHL1"	"972.3"	"ARCHS4 Coexpression,1595;Enrichr Queries,942;GTEx Coexpression,380"	"NELL2,EPHA4,VANGL2,NFIB,EPHB3,NECTIN1"
"gene_set_query"	"1178"	"ZNF841"	"972.3"	"ARCHS4 Coexpression,554;Enrichr Queries,938;GTEx Coexpression,1425"	"KLF7,ZEB2,SZT2,NFIB,RAC1"
"gene_set_query"	"1179"	"ZNF681"	"975.0"	"ARCHS4 Coexpression,1336;Enrichr Queries,586;GTEx Coexpression,1003"	"CYFIP2,NELL2,SEMA6A,CXCR4,ANK3,DCLK1"
"gene_set_query"	"1180"	"ZNF69"	"976.0"	"ARCHS4 Coexpression,529;Enrichr Queries,1043;GTEx Coexpression,1356"	"ENAH,FZD3,CXCR4,MYH10"
"gene_set_query"	"1181"	"MTF2"	"976.3"	"Literature ChIP-seq,1;ARCHS4 Coexpression,1567;GTEx Coexpression,1361"	"ROBO2,SEMA5A,CYFIP2,NRP1,NRP2,TRIO,BMPR2,TENM4,PTPRJ,GLI3,CDH4,ZMIZ1,EPHB2,EPHB1,EPHA5,EPHA4,EPHA7,EPHA6,SEMA6A,DSCAM,UNC5C,PRKCA,TBR1,UNC5D,DSCAML1,RTN4R,DLX5,MYCBP2,CXCR4,LRP2,EFNB1,RELN,ERBB4,SLIT1,SLIT3,NCAM1,SLIT2,PLXNA4,NTRK2,FZD3,BCL11B,PTCH1,DCLK1,NELL2,NFIB,LHX6,MDGA2,MDGA1,NECTIN1"
"gene_set_query"	"1182"	"NKRF"	"977.0"	"ARCHS4 Coexpression,1278;Enrichr Queries,1359;GTEx Coexpression,294"	"CYFIP2,CHRNB2,NELL2,MAP2"
"gene_set_query"	"1183"	"ZBTB1"	"977.3"	"ARCHS4 Coexpression,811;Enrichr Queries,712;GTEx Coexpression,1409"	"NRP1,ZEB2,BMPR2,NFIB,CXCR4"
"gene_set_query"	"1184"	"ZNF788P"	"977.7"	"ARCHS4 Coexpression,1453;Enrichr Queries,895;GTEx Coexpression,585"	"NELL2,RELN,SLIT2,MDGA1,DCLK1"
"gene_set_query"	"1185"	"TLX1"	"979.7"	"ARCHS4 Coexpression,1170;Enrichr Queries,735;GTEx Coexpression,1034"	"ZEB2,BCL11B,DLX5,NFIB"
"gene_set_query"	"1186"	"POU2AF1"	"981.0"	"ARCHS4 Coexpression,829;GTEx Coexpression,1133"	"SZT2"
"gene_set_query"	"1187"	"ZNF625"	"981.3"	"ARCHS4 Coexpression,557;Enrichr Queries,1091;GTEx Coexpression,1296"	"SEMA5A,DIAPH1,FZD3,NFIB"
"gene_set_query"	"1188"	"SPIB"	"981.8"	"ARCHS4 Coexpression,1391;Enrichr Queries,1311;ReMap ChIP-seq,7;GTEx Coexpression,1218"	"CYFIP2,DIAPH1,NRP2,TENM4,NFIB,MYCBP2,CXCR4,PTPRJ,ZSWIM6,MET,PLXNA4"
"gene_set_query"	"1189"	"TFDP3"	"982.3"	"ARCHS4 Coexpression,1161;Enrichr Queries,499;GTEx Coexpression,1287"	"NRP1,EFNB1,TENM2,RELN,BCL11B,DCX,CXCR4"
"gene_set_query"	"1190"	"CPXCR1"	"982.7"	"ARCHS4 Coexpression,1107;Enrichr Queries,265;GTEx Coexpression,1576"	"ROBO2,EPHA5,TENM2,EPHA7,ZEB2,EPHA6,SEMA6A,DCC,UNC5D,SLIT2,ROBO1"
"gene_set_query"	"1191"	"ZNF169"	"983.7"	"ARCHS4 Coexpression,1333;Enrichr Queries,765;GTEx Coexpression,853"	"CYFIP2,TRIO,NFIB,CXCR4,MET"
"gene_set_query"	"1192"	"RBCK1"	"985.0"	"ARCHS4 Coexpression,1342;GTEx Coexpression,628"	"TAOK1"
"gene_set_query"	"1193"	"HNF1A"	"985.3"	"ARCHS4 Coexpression,1263;Enrichr Queries,669;GTEx Coexpression,1024"	"CTNNB1,PRKCA,ANK3,LRP2,MET"
"gene_set_query"	"1194"	"ZNF713"	"986.7"	"ARCHS4 Coexpression,1558;Enrichr Queries,825;GTEx Coexpression,577"	"SEMA5A,NFIB,CNTN2,ANK3,LRP2,DSCAML1"
"gene_set_query"	"1195"	"ZNF267"	"987.7"	"ARCHS4 Coexpression,822;Enrichr Queries,1216;GTEx Coexpression,925"	"CXCR4,PTPRJ"
"gene_set_query"	"1196"	"IRF9"	"987.8"	"ARCHS4 Coexpression,1090;Enrichr Queries,1188;ReMap ChIP-seq,290;GTEx Coexpression,1383"	"CXCR4"
"gene_set_query"	"1197"	"ANHX"	"988.0"	"ARCHS4 Coexpression,1048;GTEx Coexpression,928"	""
"gene_set_query"	"1198"	"GTF3A"	"988.7"	"ARCHS4 Coexpression,439;Enrichr Queries,1331;GTEx Coexpression,1196"	"ENAH,TRIO,MYH10"
"gene_set_query"	"1199"	"ZNF710"	"989.7"	"ARCHS4 Coexpression,1057;Enrichr Queries,587;GTEx Coexpression,1325"	"NRP1,KLF7,ZEB2,TRIO,ZMIZ1,PTPRJ"
"gene_set_query"	"1200"	"HOXC10"	"990.3"	"ARCHS4 Coexpression,1005;Enrichr Queries,920;GTEx Coexpression,1046"	"NTRK2,NFIB,SLIT1,RAC1"
"gene_set_query"	"1201"	"MSANTD1"	"990.5"	"ARCHS4 Coexpression,1624;GTEx Coexpression,357"	"CHRNB2,MAP2,DCX"
"gene_set_query"	"1202"	"ZNF433"	"992.7"	"ARCHS4 Coexpression,692;Enrichr Queries,766;GTEx Coexpression,1520"	"CYFIP2,EPHA4,NFIB,CXCR4,SLIT2"
"gene_set_query"	"1203"	"PLSCR1"	"993.0"	"ARCHS4 Coexpression,974;GTEx Coexpression,1012"	"PSEN1"
"gene_set_query"	"1204"	"HEYL"	"993.0"	"ARCHS4 Coexpression,942;Enrichr Queries,486;GTEx Coexpression,1551"	"SEMA5A,NRP1,NTRK2,ZEB2,SLIT1,CXCR4,HSPG2,DCLK1"
"gene_set_query"	"1205"	"ZNF14"	"994.0"	"ARCHS4 Coexpression,296;Enrichr Queries,1192;GTEx Coexpression,1494"	"ROBO2,EPHA5,NFIB,CXCR4,ARHGAP35"
"gene_set_query"	"1206"	"ZNF559"	"994.0"	"ARCHS4 Coexpression,1212;Enrichr Queries,337;GTEx Coexpression,1433"	"TRIO,DSCAM,NFIB,MYCBP2,CTNNB1,PRKCA,TBR1,EPHB2,MYH10"
"gene_set_query"	"1207"	"ZNF345"	"994.0"	"ARCHS4 Coexpression,1412;Enrichr Queries,817;GTEx Coexpression,753"	"EPHA4,KLF7,SZT2,PTCH1,CXCR4"
"gene_set_query"	"1208"	"ZNF76"	"994.7"	"ARCHS4 Coexpression,1524;Enrichr Queries,851;GTEx Coexpression,609"	"LAMA5,SZT2,ZMIZ1,PLXNA1,HSPG2"
"gene_set_query"	"1209"	"RFX1"	"994.8"	"ARCHS4 Coexpression,1095;Enrichr Queries,1279;ReMap ChIP-seq,262;GTEx Coexpression,1343"	"ZMIZ1,MYH10"
"gene_set_query"	"1210"	"ZNF385C"	"995.0"	"ARCHS4 Coexpression,1363;Enrichr Queries,602;GTEx Coexpression,1020"	"NELL2,LAMA5,LINGO1,SEMA6A,CXCR4,EPHB3"
"gene_set_query"	"1211"	"SP110"	"995.7"	"ARCHS4 Coexpression,796;Enrichr Queries,1190;GTEx Coexpression,1001"	"CXCR4,PTPRJ"
"gene_set_query"	"1212"	"PLAGL2"	"995.7"	"ARCHS4 Coexpression,924;Enrichr Queries,1020;GTEx Coexpression,1043"	"KLF7,DIAPH1,ZEB2,ZMIZ1"
"gene_set_query"	"1213"	"ZNF99"	"997.3"	"ARCHS4 Coexpression,1584;Enrichr Queries,416;GTEx Coexpression,992"	"ROBO2,TENM2,RELN,DCC,NFIB,CXCR4,UNC5D,MDGA2"
"gene_set_query"	"1214"	"ZNF12"	"999.0"	"ARCHS4 Coexpression,578;Enrichr Queries,1066;GTEx Coexpression,1353"	"BMPR2,TAOK1,PSEN1"
"gene_set_query"	"1215"	"PITX3"	"1001.0"	"ARCHS4 Coexpression,1051;Enrichr Queries,441;GTEx Coexpression,1510"	"DLX5,NFIB,CXCR4,LHX6,TBR1,NCAM1,GLI3"
"gene_set_query"	"1216"	"ZNF541"	"1001.0"	"ARCHS4 Coexpression,1307;Enrichr Queries,678;GTEx Coexpression,1017"	"NELL2,SPTBN4,TENM2,TENM4,KALRN"
"gene_set_query"	"1217"	"ZNF665"	"1003.0"	"ARCHS4 Coexpression,1473;Enrichr Queries,1082;GTEx Coexpression,453"	"TRIO,CXCR4,HSPG2,MYH10"
"gene_set_query"	"1218"	"PTF1A"	"1003.0"	"ARCHS4 Coexpression,1517;Enrichr Queries,365;GTEx Coexpression,1128"	"CDH4,BCL11B,ERBB4,NFIB,LHX6,TBR1,UNC5D,EPHB1"
"gene_set_query"	"1219"	"ZNF44"	"1004.0"	"ARCHS4 Coexpression,1371;Enrichr Queries,1144;GTEx Coexpression,496"	"SZT2,ZEB2,PTCH1,MEGF8"
"gene_set_query"	"1220"	"SIX1"	"1005.0"	"ARCHS4 Coexpression,1146;Enrichr Queries,697;GTEx Coexpression,1171"	"NELL2,NRP1,NFIB,CXCR4,SLIT2"
"gene_set_query"	"1221"	"ZNF490"	"1005.0"	"ARCHS4 Coexpression,1569;Enrichr Queries,254;GTEx Coexpression,1193"	"CYFIP2,EPHA4,TRIO,BMPR2,DSCAM,NFIB,CTNNB1,PRKCA,TBR1,EPHB2,MYH10"
"gene_set_query"	"1222"	"ASCL3"	"1006.0"	"ARCHS4 Coexpression,862;Enrichr Queries,1356;GTEx Coexpression,799"	"NFIB,PTPRJ"
"gene_set_query"	"1223"	"TTF1"	"1006.0"	"ARCHS4 Coexpression,820;GTEx Coexpression,1192"	"LRP1"
"gene_set_query"	"1224"	"ZNF786"	"1006.0"	"ARCHS4 Coexpression,1280;Enrichr Queries,1186;GTEx Coexpression,553"	"BCL11B,CXCR4,EPHB3"
"gene_set_query"	"1225"	"ZNF611"	"1006.0"	"ARCHS4 Coexpression,1418;Enrichr Queries,350;GTEx Coexpression,1251"	"CYFIP2,EPHA4,TRIO,BMPR2,ZMIZ1,NFIB,PTCH1,TAOK1,MYCBP2"
"gene_set_query"	"1226"	"MTERF1"	"1007.0"	"ARCHS4 Coexpression,685;GTEx Coexpression,1329"	"MEGF8"
"gene_set_query"	"1227"	"SP100"	"1007.0"	"ARCHS4 Coexpression,789;Enrichr Queries,1265;GTEx Coexpression,968"	"CXCR4,MYH10"
"gene_set_query"	"1228"	"ZNF114"	"1007.0"	"ARCHS4 Coexpression,1512;Enrichr Queries,960;GTEx Coexpression,550"	"NELL2,SEMA6A,CXCR4,UNC5C,LRP2"
"gene_set_query"	"1229"	"ZNF699"	"1008.0"	"ARCHS4 Coexpression,1187;Enrichr Queries,280;GTEx Coexpression,1556"	"SEMA5A,NRP1,KLF7,ZEB2,TRIO,BMPR2,NFIB,TAOK1,ANK3,SLIT2"
"gene_set_query"	"1230"	"ZNF823"	"1008.0"	"ARCHS4 Coexpression,706;Enrichr Queries,1167;GTEx Coexpression,1150"	"ENAH,CXCR4,ZSWIM6"
"gene_set_query"	"1231"	"ZNF763"	"1008.0"	"ARCHS4 Coexpression,643;Enrichr Queries,996;GTEx Coexpression,1384"	"NRP1,ZEB2,FZD3,DCC,CXCR4"
"gene_set_query"	"1232"	"ZNF182"	"1008.0"	"ARCHS4 Coexpression,853;Enrichr Queries,584;GTEx Coexpression,1588"	"NRP1,ZEB2,BMPR2,NFIB,SEMA4C,ANK3,ATP7A"
"gene_set_query"	"1233"	"ZNF565"	"1008.0"	"ARCHS4 Coexpression,1364;Enrichr Queries,664;GTEx Coexpression,997"	"KLF7,TENM4,NFIB,CXCR4,ANK3"
"gene_set_query"	"1234"	"FOXJ1"	"1009.0"	"ARCHS4 Coexpression,1176;Enrichr Queries,794;GTEx Coexpression,1057"	"NELL2,NRP1,SEMA6A,CXCR4"
"gene_set_query"	"1235"	"ZGLP1"	"1009.0"	"ARCHS4 Coexpression,1588;GTEx Coexpression,430"	"RTN4R,SPTBN4,CELSR3"
"gene_set_query"	"1236"	"MAFG"	"1009.0"	"ARCHS4 Coexpression,1310;Enrichr Queries,1093;ReMap ChIP-seq,173;GTEx Coexpression,1461"	"KLF7,ZEB2,ZMIZ1,PTPRJ,CRKL"
"gene_set_query"	"1237"	"ZNF181"	"1009.0"	"ARCHS4 Coexpression,504;Enrichr Queries,1384;GTEx Coexpression,1140"	"FZD3,DLX5"
"gene_set_query"	"1238"	"ZNF740"	"1010.0"	"ARCHS4 Coexpression,1494;Enrichr Queries,980;ReMap ChIP-seq,18;GTEx Coexpression,1546"	"LAMA5,LRP1,LMO4,SEMA4C,PRKCA,DIAPH1,KLF7,ZEB2,VANGL2,ZMIZ1,NFIB,TAOK1"
"gene_set_query"	"1239"	"ZNF778"	"1011.0"	"ARCHS4 Coexpression,1540;Enrichr Queries,580;GTEx Coexpression,913"	"NRP1,LAMA5,TRIO,NFIB,PTCH1,MYCBP2"
"gene_set_query"	"1240"	"ZNF646"	"1011.0"	"ARCHS4 Coexpression,1158;Enrichr Queries,795;GTEx Coexpression,1080"	"KLF7,SZT2,ANK3,MEGF8"
"gene_set_query"	"1241"	"ZNF33A"	"1011.0"	"ARCHS4 Coexpression,528;Enrichr Queries,909;GTEx Coexpression,1597"	"ENAH,FZD3,NFIB,DCC,TAOK1"
"gene_set_query"	"1242"	"KAT7"	"1012.0"	"ARCHS4 Coexpression,576;GTEx Coexpression,1447"	"NCAM1,ANK3"
"gene_set_query"	"1243"	"KLF16"	"1012.0"	"ARCHS4 Coexpression,1477;Enrichr Queries,1332;GTEx Coexpression,226"	"CYFIP2,CHRNB2,CDH4,DCX"
"gene_set_query"	"1244"	"HMX2"	"1013.0"	"ARCHS4 Coexpression,1303;Enrichr Queries,516;GTEx Coexpression,1221"	"BCL11B,DLX5,CXCR4,LHX6,TBR1,SLIT2"
"gene_set_query"	"1245"	"ZNF576"	"1014.0"	"ARCHS4 Coexpression,961;Enrichr Queries,1353;GTEx Coexpression,729"	"SPTBN4,ARHGAP35"
"gene_set_query"	"1246"	"ZNF429"	"1016.0"	"ARCHS4 Coexpression,1510;Enrichr Queries,596;GTEx Coexpression,943"	"ROBO2,EPHA4,ZEB2,NFIB,ANK3,DCLK1"
"gene_set_query"	"1247"	"ZNF614"	"1017.0"	"ARCHS4 Coexpression,689;GTEx Coexpression,1344"	"ENAH"
"gene_set_query"	"1248"	"ISL2"	"1017.0"	"ARCHS4 Coexpression,1396;Enrichr Queries,437;GTEx Coexpression,1217"	"NELL2,BCL11B,LMO4,NFIB,CXCR4,SLIT2,EPHB1"
"gene_set_query"	"1249"	"YBX2"	"1019.0"	"ARCHS4 Coexpression,776;Enrichr Queries,967;GTEx Coexpression,1314"	"SEMA6A,CXCR4,CELSR3,ARHGAP35"
"gene_set_query"	"1250"	"PAX4"	"1019.0"	"ARCHS4 Coexpression,1377;Enrichr Queries,826;GTEx Coexpression,855"	"TENM4,MYCBP2,DCX,UNC5C,EPHB2"
"gene_set_query"	"1251"	"POU4F3"	"1020.0"	"ARCHS4 Coexpression,986;Enrichr Queries,512;GTEx Coexpression,1561"	"CDH4,BCL11B,DLX5,LHX6,TBR1,PRKCA,CELSR3"
"gene_set_query"	"1252"	"ZBTB3"	"1020.0"	"ARCHS4 Coexpression,1177;Enrichr Queries,927;GTEx Coexpression,956"	"ENAH,SEMA4C,CXCR4"
"gene_set_query"	"1253"	"L3MBTL3"	"1020.0"	"ARCHS4 Coexpression,493;GTEx Coexpression,1547"	"ENAH,MYCBP2"
"gene_set_query"	"1254"	"ZNF34"	"1020.0"	"ARCHS4 Coexpression,943;Enrichr Queries,665;GTEx Coexpression,1453"	"LAMA5,NFIB,DCC,PTCH1,CXCR4,ANK3"
"gene_set_query"	"1255"	"JRK"	"1021.0"	"ARCHS4 Coexpression,619;GTEx Coexpression,1423"	"SZT2,TRIO"
"gene_set_query"	"1256"	"HOXC4"	"1021.0"	"ARCHS4 Coexpression,1083;Enrichr Queries,400;GTEx Coexpression,1581"	"NELL2,ZEB2,BCL11B,NFIB,SLIT1,CXCR4,NCAM1,SLIT2"
"gene_set_query"	"1257"	"ZNF211"	"1022.0"	"ARCHS4 Coexpression,505;Enrichr Queries,1010;GTEx Coexpression,1550"	"CYFIP2,TRIO,CXCR4,PSEN1,ARHGAP35"
"gene_set_query"	"1258"	"ZFP3"	"1022.0"	"ARCHS4 Coexpression,909;Enrichr Queries,828;GTEx Coexpression,1330"	"EPHA4,BCL11B,NFIB,CXCR4"
"gene_set_query"	"1259"	"AKAP8L"	"1023.0"	"ARCHS4 Coexpression,1457;Enrichr Queries,1158;GTEx Coexpression,454"	"SZT2,ZMIZ1,CXCR4,CELSR3"
"gene_set_query"	"1260"	"SOHLH2"	"1024.0"	"ARCHS4 Coexpression,1340;Enrichr Queries,212;GTEx Coexpression,1519"	"EPHA4,TENM2,SEMA6A,TENM4,CXCR4,LRP2,KALRN,DCLK1,ROBO1,NELL2,NCAM1,SLIT2"
"gene_set_query"	"1261"	"ZNF766"	"1025.0"	"ARCHS4 Coexpression,1405;Enrichr Queries,1296;ReMap ChIP-seq,291;GTEx Coexpression,1106"	"TAOK1"
"gene_set_query"	"1262"	"ZNF101"	"1025.0"	"ARCHS4 Coexpression,1381;Enrichr Queries,732;GTEx Coexpression,961"	"CYFIP2,NELL2,BCL11B,CXCR4"
"gene_set_query"	"1263"	"ZBTB25"	"1025.0"	"ARCHS4 Coexpression,1566;Enrichr Queries,476;GTEx Coexpression,1033"	"CYFIP2,KLF7,ZEB2,BCL11B,PTCH1,CXCR4,PRKCA"
"gene_set_query"	"1264"	"CENPS"	"1026.0"	"ARCHS4 Coexpression,1052;GTEx Coexpression,999"	""
"gene_set_query"	"1265"	"NAIF1"	"1026.0"	"ARCHS4 Coexpression,1015;GTEx Coexpression,1036"	"ANK3"
"gene_set_query"	"1266"	"MBD6"	"1027.0"	"ARCHS4 Coexpression,1421;GTEx Coexpression,633"	"SZT2"
"gene_set_query"	"1267"	"ZBED4"	"1028.0"	"ARCHS4 Coexpression,1330;Enrichr Queries,721;GTEx Coexpression,1032"	"NELL2,TRIO,ZMIZ1,NFIB,PLXNA1"
"gene_set_query"	"1268"	"MYF5"	"1029.0"	"ARCHS4 Coexpression,1152;Enrichr Queries,537;GTEx Coexpression,1398"	"DLX5,ERBB4,CXCR4,TBR1,NCAM1,GLI3"
"gene_set_query"	"1269"	"NR4A3"	"1029.0"	"ARCHS4 Coexpression,1102;Enrichr Queries,810;GTEx Coexpression,1175"	"NELL2,NRP1,ZEB2,CXCR4"
"gene_set_query"	"1270"	"ZNF444"	"1030.0"	"ARCHS4 Coexpression,516;Enrichr Queries,1372;GTEx Coexpression,1202"	"LAMA5,MEGF8"
"gene_set_query"	"1271"	"ZNF343"	"1031.0"	"ARCHS4 Coexpression,1229;Enrichr Queries,608;GTEx Coexpression,1255"	"ZEB2,PTPRJ,ZSWIM6,ANK3,HSPG2,MET"
"gene_set_query"	"1272"	"RXRB"	"1031.0"	"ARCHS4 Coexpression,1480;Enrichr Queries,985;GTEx Coexpression,627"	"SZT2,ZMIZ1,LMO4,CTNNB1"
"gene_set_query"	"1273"	"ZNF324B"	"1031.0"	"ARCHS4 Coexpression,1062;GTEx Coexpression,1000"	""
"gene_set_query"	"1274"	"ZNF653"	"1032.0"	"ARCHS4 Coexpression,1449;Enrichr Queries,1361;GTEx Coexpression,286"	"RTN4R,SPTBN4,EPHB1,CELSR3"
"gene_set_query"	"1275"	"TCF23"	"1034.0"	"ARCHS4 Coexpression,1582;Enrichr Queries,1209;GTEx Coexpression,310"	"NTRK2,NRP2,ZMIZ1,GLI3"
"gene_set_query"	"1276"	"ZNF830"	"1034.0"	"ARCHS4 Coexpression,315;Enrichr Queries,1280;GTEx Coexpression,1508"	"LRP1,CXCR4,PLXNA1,MEGF8,ARHGAP35"
"gene_set_query"	"1277"	"ZNF571"	"1036.0"	"ARCHS4 Coexpression,555;Enrichr Queries,1137;GTEx Coexpression,1415"	"EPHA4,DSCAM,ERBB4,CXCR4"
"gene_set_query"	"1278"	"ZNF324"	"1036.0"	"ARCHS4 Coexpression,801;Enrichr Queries,1177;GTEx Coexpression,1129"	"CHRNB2,ZMIZ1,CXCR4"
"gene_set_query"	"1279"	"ARID5A"	"1036.0"	"ARCHS4 Coexpression,1094;GTEx Coexpression,978"	""
"gene_set_query"	"1280"	"ZNF773"	"1036.0"	"ARCHS4 Coexpression,845;Enrichr Queries,1294;GTEx Coexpression,970"	"NRP1,SZT2"
"gene_set_query"	"1281"	"TBX1"	"1037.0"	"ARCHS4 Coexpression,1301;Enrichr Queries,525;GTEx Coexpression,1284"	"NELL2,LAMA5,BCL11B,NFIB,CXCR4,HSPG2"
"gene_set_query"	"1282"	"BHLHA15"	"1037.0"	"ARCHS4 Coexpression,1037;GTEx Coexpression,1037"	""
"gene_set_query"	"1283"	"ZNF419"	"1037.0"	"ARCHS4 Coexpression,1403;Enrichr Queries,1210;GTEx Coexpression,499"	"SPTBN4,NFIB,CELSR3"
"gene_set_query"	"1284"	"AHCTF1"	"1038.0"	"ARCHS4 Coexpression,839;Enrichr Queries,1005;GTEx Coexpression,1269"	"ENAH,TRIO,TAOK1,MYCBP2"
"gene_set_query"	"1285"	"ISX"	"1038.0"	"ARCHS4 Coexpression,1295;Enrichr Queries,1033;GTEx Coexpression,785"	"TENM4,UNC5D,EPHB2,ROBO1"
"gene_set_query"	"1286"	"ZNF202"	"1039.0"	"ARCHS4 Coexpression,889;Enrichr Queries,907;GTEx Coexpression,1320"	"EPHA4,SEMA6A,NFIB,CXCR4"
"gene_set_query"	"1287"	"HOXC8"	"1039.0"	"ARCHS4 Coexpression,978;Enrichr Queries,540;GTEx Coexpression,1598"	"NRP1,ZEB2,TENM4,NFIB,SLIT1,SLIT3,SLIT2"
"gene_set_query"	"1288"	"ZNF564"	"1039.0"	"ARCHS4 Coexpression,1248;Enrichr Queries,581;GTEx Coexpression,1288"	"CYFIP2,LMO4,NFIB,PTCH1,CXCR4,PRKCA"
"gene_set_query"	"1289"	"ZNF691"	"1040.0"	"ARCHS4 Coexpression,1232;Enrichr Queries,859;GTEx Coexpression,1028"	"ENAH,LMO4,CXCR4,MYH10"
"gene_set_query"	"1290"	"ZNF814"	"1042.0"	"ARCHS4 Coexpression,1618;GTEx Coexpression,465"	"SPTBN4,CELSR3"
"gene_set_query"	"1291"	"ZBTB12"	"1042.0"	"ARCHS4 Coexpression,440;Enrichr Queries,1099;GTEx Coexpression,1586"	"CXCR4,PLXNA1,MEGF8,CELSR3,ARHGAP35"
"gene_set_query"	"1292"	"THAP12"	"1043.0"	"ARCHS4 Coexpression,828;GTEx Coexpression,1257"	"DIAPH1"
"gene_set_query"	"1293"	"MTERF3"	"1044.0"	"ARCHS4 Coexpression,849;GTEx Coexpression,1239"	"ARHGAP35"
"gene_set_query"	"1294"	"MEF2D"	"1044.0"	"ARCHS4 Coexpression,809;Enrichr Queries,865;GTEx Coexpression,1458"	"KLF7,TRIO,ZMIZ1,NFIB"
"gene_set_query"	"1295"	"RBPJL"	"1046.0"	"ARCHS4 Coexpression,1516;Enrichr Queries,628;GTEx Coexpression,994"	"BCL11B,SLIT1,CXCR4,LHX6,LRP2"
"gene_set_query"	"1296"	"TBX6"	"1047.0"	"ARCHS4 Coexpression,1204;Enrichr Queries,1036;GTEx Coexpression,901"	"ZEB2,CXCR4,HSPG2,NECTIN1"
"gene_set_query"	"1297"	"ZNF577"	"1048.0"	"ARCHS4 Coexpression,1362;Enrichr Queries,1095;GTEx Coexpression,686"	"NELL2,SZT2,NFIB"
"gene_set_query"	"1298"	"ZGPAT"	"1048.0"	"ARCHS4 Coexpression,1047;Enrichr Queries,1180;GTEx Coexpression,917"	"LAMA5,ZMIZ1"
"gene_set_query"	"1299"	"DMBX1"	"1049.0"	"ARCHS4 Coexpression,1498;Enrichr Queries,157;GTEx Coexpression,1492"	"EPHA4,LINGO1,SEMA6A,TENM4,BCL11B,CXCR4,LRP2,NELL2,ZMIZ1,NFIB,LHX6,EPHB2,EPHB3"
"gene_set_query"	"1300"	"ZNF566"	"1049.0"	"ARCHS4 Coexpression,1496;Enrichr Queries,1109;GTEx Coexpression,543"	"EPHA4,RELN,BMPR2,ANK3"
"gene_set_query"	"1301"	"NR2E3"	"1050.0"	"ARCHS4 Coexpression,1554;Enrichr Queries,545"	"NTRK2,TENM4,BCL11B,NFIB,PTPRJ,EPHB3"
"gene_set_query"	"1302"	"ZNF628"	"1050.0"	"ARCHS4 Coexpression,993;Enrichr Queries,873;GTEx Coexpression,1283"	"LAMA5,ZMIZ1,PLXNA1,HSPG2,ARHGAP35"
"gene_set_query"	"1303"	"ZNF581"	"1050.0"	"ARCHS4 Coexpression,1038;Enrichr Queries,1185;GTEx Coexpression,927"	"CXCR4"
"gene_set_query"	"1304"	"ZNF597"	"1050.0"	"ARCHS4 Coexpression,1479;Enrichr Queries,741;GTEx Coexpression,931"	"NRP1,EPHA4,CXCR4,DCLK1"
"gene_set_query"	"1305"	"ZNF716"	"1050.0"	"ARCHS4 Coexpression,1543;Enrichr Queries,194;GTEx Coexpression,1414"	"ROBO2,CYFIP2,TENM2,EPHA7,EPHA6,TENM4,DSCAM,DCC,UNC5D,ROBO1,CDH4,MDGA2,PLXNA4"
"gene_set_query"	"1306"	"RHOXF2"	"1051.0"	"ARCHS4 Coexpression,1008;Enrichr Queries,672;GTEx Coexpression,1473"	"ZEB2,DCX,CXCR4,LHX6,EPHB3,CRKL"
"gene_set_query"	"1307"	"ZNF485"	"1051.0"	"ARCHS4 Coexpression,600;Enrichr Queries,1206;GTEx Coexpression,1348"	"NRP1,LRP1,MEGF8"
"gene_set_query"	"1308"	"ZNF416"	"1052.0"	"ARCHS4 Coexpression,1444;Enrichr Queries,1225;GTEx Coexpression,487"	"DLX5,CXCR4,ATP7A"
"gene_set_query"	"1309"	"FOXO4"	"1053.0"	"ARCHS4 Coexpression,1478;Enrichr Queries,1221;GTEx Coexpression,459"	"ZEB2,CNTN2,CXCR4"
"gene_set_query"	"1310"	"RFX6"	"1053.0"	"ARCHS4 Coexpression,1156;Enrichr Queries,475;GTEx Coexpression,1528"	"ROBO2,NELL2,NTRK2,TENM2,EPHA7,RELN,DCX"
"gene_set_query"	"1311"	"MBD1"	"1053.0"	"ARCHS4 Coexpression,1401;Enrichr Queries,836;GTEx Coexpression,922"	"NRP1,ZMIZ1,MYCBP2,CTNNB1"
"gene_set_query"	"1312"	"MIXL1"	"1053.0"	"ARCHS4 Coexpression,1297;Enrichr Queries,753;GTEx Coexpression,1110"	"NELL2,EPHA4,BCL11B,CXCR4"
"gene_set_query"	"1313"	"XPA"	"1054.0"	"ARCHS4 Coexpression,1134;Enrichr Queries,564;GTEx Coexpression,1463"	"NRP1,ZEB2,CXCR4,CTNNB1,PRKCA,ANK3"
"gene_set_query"	"1314"	"ZNF280C"	"1054.0"	"ARCHS4 Coexpression,522;Enrichr Queries,1138;GTEx Coexpression,1502"	"ENAH,FZD3,TAOK1,ATP7A"
"gene_set_query"	"1315"	"ZNF696"	"1054.0"	"ARCHS4 Coexpression,998;Enrichr Queries,882;GTEx Coexpression,1282"	"LAMA5,FZD3,ZMIZ1,PTCH1,PLXNA1"
"gene_set_query"	"1316"	"ZNF239"	"1055.0"	"ARCHS4 Coexpression,650;Enrichr Queries,972;GTEx Coexpression,1543"	"ENAH,NRP1,EPHA4,CXCR4,PSEN1"
