Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"TCF4"	"24.0"	"Literature ChIP-seq,9;ARCHS4 Coexpression,9;Enrichr Queries,59;ReMap ChIP-seq,24;GTEx Coexpression,19"	"ROBO2,SEMA5A,NRP1,NRP2,TENM2,BMPR2,TRIO,TENM4,PTPRJ,ARHGAP35,GLI3,ROBO1,CDH4,ZMIZ1,CHL1,EPHB2,EPHB1,NEO1,EPHB3,EPHA5,EPHA4,SZT2,EPHA7,SEMA6A,EPHA6,DCC,PRKCA,UNC5C,ANK3,UNC5D,ZEB2,DCX,MET,MYCBP2,CXCR4,LRP2,KALRN,RELN,ERBB4,MAP2,SLIT3,NCAM1,ZSWIM6,SLIT2,MYH10,PLXNA4,FZD3,PTCH1,DCLK1,NELL2,KLF7,NFASC,NFIB,NOVA2,TAOK1,LHX6,CTNNB1,MDGA2,NECTIN1"
"gene_set_query"	"2"	"FOXG1"	"24.33"	"ARCHS4 Coexpression,8;Enrichr Queries,23;GTEx Coexpression,42"	"ROBO2,NRP1,TENM4,DLX5,KALRN,GLI3,ROBO1,CDH4,RELN,MAP2,ERBB4,NCAM1,SLIT2,PLXNA4,CHRNB2,EPHA5,NTRK2,LINGO1,EPHA4,EPHA7,FZD3,BCL11B,LMO4,TBR1,DCLK1,NELL2,ENAH,ZEB2,NFIB,NOVA2,DCX"
"gene_set_query"	"3"	"NHLH2"	"26.67"	"ARCHS4 Coexpression,14;Enrichr Queries,36;GTEx Coexpression,30"	"RTN4R,ROBO2,SPTBN4,NRP1,TENM4,CXCR4,KALRN,CELSR3,ROBO1,RELN,ERBB4,MAP2,SLIT3,NCAM1,SLIT2,EPHB2,EPHB1,EPHA5,EPHA4,NTRK2,LINGO1,FZD3,BCL11B,DCC,TBR1,ANK3,L1CAM,DCLK1,NELL2,KLF7,ZEB2,NFASC,VANGL2,NFIB,NOVA2,DCX,CNTN2,MDGA1"
"gene_set_query"	"4"	"NEUROD6"	"28.0"	"ARCHS4 Coexpression,27;Enrichr Queries,41;GTEx Coexpression,16"	"ROBO2,NRP1,TENM2,TENM4,KALRN,ROBO1,CDH4,RELN,MAP2,PLXNA1,NCAM1,PLXNA4,CHRNB2,EPHA5,LINGO1,EPHA4,EPHA7,BCL11B,LMO4,DCC,TBR1,PRKCA,UNC5D,DCLK1,NELL2,KLF7,ZEB2,NFIB,NOVA2,DCX"
"gene_set_query"	"5"	"MYT1"	"28.33"	"ARCHS4 Coexpression,49;Enrichr Queries,3;GTEx Coexpression,33"	"RTN4R,ROBO2,CYFIP2,SPTBN4,TENM4,CXCR4,KALRN,CELSR3,CDH4,RELN,ERBB4,MAP2,SLIT1,SLIT3,NCAM1,EPHB1,PLXNA4,CHRNB2,NTRK2,LINGO1,SEMA6A,BCL11B,DCC,ANK3,L1CAM,DCLK1,NELL2,NFASC,NFIB,NOVA2,DCX,CNTN2,MDGA1,DSCAML1"
"gene_set_query"	"6"	"SOX1"	"30.67"	"ARCHS4 Coexpression,21;Enrichr Queries,51;GTEx Coexpression,20"	"TENM3,TENM4,DLX5,CXCR4,GLI3,CELSR3,ROBO1,EFNB1,CDH4,MAP2,NCAM1,SLIT2,EPHB2,EPHB1,MYH10,EPHB3,CHRNB2,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,DSCAM,BCL11B,DCC,TBR1,DCLK1,NELL2,ZEB2,VANGL2,NFIB,NOVA2,DCX,LHX6,MDGA2"
"gene_set_query"	"7"	"SCRT2"	"43.0"	"ARCHS4 Coexpression,17;Enrichr Queries,34;GTEx Coexpression,78"	"RTN4R,ROBO2,SPTBN4,CXCR4,KALRN,CELSR3,CDH4,ZMIZ1,MAP2,SLIT3,NCAM1,EPHB2,PLXNA4,EPHA4,LINGO1,FZD3,BCL11B,DCC,TBR1,ANK3,L1CAM,DCLK1,NELL2,NFASC,VANGL2,NFIB,NOVA2,DCX,CNTN2,MDGA1,DSCAML1,NECTIN1"
"gene_set_query"	"8"	"FEZF2"	"43.33"	"ARCHS4 Coexpression,111;Enrichr Queries,16;GTEx Coexpression,3"	"ROBO2,TENM2,TENM4,DLX5,KALRN,GLI3,EFNB1,CDH4,RELN,MAP2,ERBB4,PLXNA1,SLIT2,EPHB1,PLXNA4,EPHB3,CHRNB2,EPHA5,LINGO1,EPHA4,NTRK2,FZD3,DSCAM,BCL11B,LMO4,DCC,TBR1,DCLK1,NELL2,ZEB2,NFIB,NOVA2,DCX,MDGA2"
"gene_set_query"	"9"	"ZIC1"	"49.67"	"ARCHS4 Coexpression,65;Enrichr Queries,45;GTEx Coexpression,39"	"RTN4R,SEMA5A,SPTBN4,TENM2,TENM3,TENM4,CXCR4,CELSR3,GLI3,ROBO1,CDH4,RELN,MAP2,PLXNA1,NCAM1,SLIT2,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,TBR1,ANK3,L1CAM,DCLK1,NELL2,ZEB2,VANGL2,NFIB,CNTN2,MEGF8,MDGA1"
"gene_set_query"	"10"	"EBF3"	"55.33"	"ARCHS4 Coexpression,12;Enrichr Queries,87;GTEx Coexpression,67"	"ROBO2,NRP1,TENM4,CXCR4,KALRN,CELSR3,ROBO1,RELN,ZMIZ1,MAP2,SLIT1,SLIT3,NCAM1,SLIT2,EPHB2,PLXNA4,EPHA4,NTRK2,LINGO1,FZD3,SEMA6A,BCL11B,DCC,L1CAM,HSPG2,DCLK1,NELL2,KLF7,ZEB2,NFASC,VANGL2,NFIB,NOVA2,DCX,LHX6,CNTN2,MDGA1"
"gene_set_query"	"11"	"ZNF536"	"56.67"	"ARCHS4 Coexpression,44;Enrichr Queries,11;GTEx Coexpression,115"	"ROBO2,SEMA5A,NRP1,TENM2,TENM4,DLX5,CXCR4,LRP2,KALRN,ROBO1,CDH4,RELN,ERBB4,CHL1,MAP2,SLIT1,NCAM1,SLIT2,EPHB1,PLXNA4,EPHA5,CHRNB2,NTRK2,FZD3,SEMA6A,BCL11B,DCC,ANK3,DCLK1,NELL2,ZEB2,NFASC,NOVA2,DCX,CNTN2,DSCAML1"
"gene_set_query"	"12"	"ZIC4"	"56.67"	"ARCHS4 Coexpression,113;Enrichr Queries,14;GTEx Coexpression,43"	"RTN4R,ROBO2,SPTBN4,TENM2,TENM3,TENM4,DLX5,CELSR3,GLI3,ROBO1,EFNB1,CDH4,RELN,ERBB4,MAP2,SLIT1,SLIT2,EPHB1,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,DCC,UNC5C,TBR1,ANK3,L1CAM,NELL2,ZEB2,NFIB,LHX6,MEGF8,MDGA1"
"gene_set_query"	"13"	"POU3F2"	"57.0"	"Literature ChIP-seq,44;ARCHS4 Coexpression,6;Enrichr Queries,8;GTEx Coexpression,170"	"ROBO2,NRP1,TENM4,DLX5,CXCR4,KALRN,GLI3,ROBO1,CRKL,CDH4,RELN,ERBB4,CHL1,MAP2,NCAM1,SLIT3,ZSWIM6,SLIT2,EPHB2,EPHB1,NEO1,PLXNA4,EPHA5,NTRK2,EPHA4,EPHA7,FZD3,SEMA6A,DSCAM,BCL11B,DCC,LMO4,UNC5D,DCLK1,NELL2,ZEB2,VANGL2,NFIB,NOVA2,DCX,CNTN2,CTNNB1,MDGA2,MET"
"gene_set_query"	"14"	"NPAS3"	"62.0"	"ARCHS4 Coexpression,79;Enrichr Queries,5;GTEx Coexpression,102"	"ROBO2,SEMA5A,NRP1,TENM2,TENM4,GLI3,ROBO1,CDH4,RELN,ERBB4,CHL1,MAP2,SLIT1,NCAM1,SLIT2,EPHB1,PLXNA4,NTRK2,EPHA4,FZD3,SEMA6A,DSCAM,BCL11B,DCC,PTCH1,UNC5C,PRKCA,ANK3,DCLK1,NELL2,ZEB2,VANGL2,NFIB,NOVA2,MDGA2"
"gene_set_query"	"15"	"DACH1"	"64.33"	"Literature ChIP-seq,118;ARCHS4 Coexpression,45;Enrichr Queries,30"	"ROBO2,SEMA5A,CYFIP2,NRP1,NRP2,TENM4,CXCR4,KALRN,CELSR3,GLI3,ROBO1,RELN,ERBB4,MAP2,ZMIZ1,NCAM1,SLIT2,EPHB2,EPHB1,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,DCC,PRKCA,ANK3,DCLK1,NELL2,KLF7,ZEB2,VANGL2,NFIB,NOVA2,TAOK1,DCX,CNTN2,MDGA1"
"gene_set_query"	"16"	"RORB"	"67.0"	"ARCHS4 Coexpression,171;Enrichr Queries,26;GTEx Coexpression,4"	"ROBO2,SEMA5A,TENM2,KALRN,GLI3,ROBO1,CDH4,RELN,MAP2,PLXNA1,NCAM1,SLIT2,PLXNA4,CHRNB2,EPHA5,NTRK2,LINGO1,EPHA4,EPHA7,SEMA6A,LMO4,TBR1,ANK3,DCLK1,NELL2,ZEB2,NFASC,NFIB,DCX,MEGF8,MET"
"gene_set_query"	"17"	"SOX11"	"68.0"	"Literature ChIP-seq,68;ARCHS4 Coexpression,24;Enrichr Queries,56;ReMap ChIP-seq,180;GTEx Coexpression,12"	"ROBO2,NRP1,TENM4,DLX5,MYCBP2,CXCR4,PSEN1,GLI3,ROBO1,CDH4,MAP2,PLXNA1,NCAM1,SLIT2,PLXNA4,EPHA5,EPHA4,NTRK2,SZT2,EPHA7,FZD3,SEMA6A,DSCAM,BCL11B,DCC,DCLK1,NELL2,ENAH,KLF7,ZEB2,NFIB,NOVA2,DCX,CNTN2,MDGA2,DSCAML1"
"gene_set_query"	"18"	"ZNF521"	"68.67"	"ARCHS4 Coexpression,13;Enrichr Queries,116;GTEx Coexpression,77"	"ROBO2,SPTBN4,NRP1,TENM2,TENM3,TENM4,CXCR4,CELSR3,GLI3,ROBO1,RELN,MAP2,SLIT1,NCAM1,SLIT2,EPHB2,NEO1,MYH10,EPHA4,NTRK2,EPHA7,FZD3,DCC,ANK3,L1CAM,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,NOVA2,MDGA1"
"gene_set_query"	"19"	"TBR1"	"71.33"	"ARCHS4 Coexpression,94;Enrichr Queries,61;GTEx Coexpression,59"	"ROBO2,TRIO,TENM4,DLX5,KALRN,CDH4,RELN,MAP2,SLIT1,NCAM1,MYH10,CHRNB2,EPHA5,LINGO1,EPHA4,EPHA7,DSCAM,BCL11B,LMO4,DCC,UNC5D,ANK3,DCLK1,NELL2,NFASC,NFIB,NOVA2,DCX,LHX6,CTNNB1"
"gene_set_query"	"20"	"CXXC4"	"72.33"	"ARCHS4 Coexpression,172;ReMap ChIP-seq,27;GTEx Coexpression,18"	"CHRNB2,ROBO2,EPHA7,FZD3,SEMA6A,DSCAM,PTCH1,MYCBP2,UNC5D,CELSR3,MAP2,ZMIZ1,NOVA2,DCX,NCAM1,ZSWIM6,SLIT2,MEGF8,EPHB1"
"gene_set_query"	"21"	"SP9"	"75.0"	"ARCHS4 Coexpression,43;GTEx Coexpression,107"	"ROBO2,CHRNB2,EPHA5,FZD3,BCL11B,DLX5,DCLK1,ROBO1,KLF7,CDH4,MAP2,NOVA2,DCX,LHX6,NCAM1,DSCAML1"
"gene_set_query"	"22"	"ARNT2"	"75.67"	"ARCHS4 Coexpression,122;Enrichr Queries,54;GTEx Coexpression,51"	"SEMA5A,CYFIP2,NRP1,SPTBN4,TENM4,CXCR4,KALRN,GLI3,ROBO1,CDH4,MAP2,PLXNA1,NCAM1,SLIT2,EPHB2,MYH10,CHRNB2,NTRK2,EPHA4,LINGO1,DSCAM,ANK3,DCLK1,NELL2,NFASC,NFIB,DCX,MEGF8"
"gene_set_query"	"23"	"EBF2"	"76.0"	"ARCHS4 Coexpression,34;GTEx Coexpression,118"	"EPHA5,NRP1,FZD3,TENM4,DCC,SEMA4C,HSPG2,KALRN,CELSR3,DCLK1,ROBO1,KLF7,NFASC,VANGL2,NFIB,MAP2,NOVA2,CNTN2,NCAM1,MDGA1"
"gene_set_query"	"24"	"SALL3"	"77.33"	"ARCHS4 Coexpression,126;Enrichr Queries,46;GTEx Coexpression,60"	"ROBO2,TENM4,CXCR4,GLI3,ROBO1,CDH4,ERBB4,NCAM1,EPHB1,MYH10,NTRK2,EPHA4,FZD3,SEMA6A,DSCAM,BCL11B,PTCH1,UNC5D,ANK3,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,DCX,MDGA2,NECTIN1"
"gene_set_query"	"25"	"POU3F1"	"79.0"	"Literature ChIP-seq,7;ARCHS4 Coexpression,77;Enrichr Queries,77;GTEx Coexpression,155"	"ROBO2,CYFIP2,NRP1,LAMA5,TENM2,TENM4,DLX5,MYCBP2,CXCR4,PTPRJ,CELSR3,CDH4,MAP2,NCAM1,SLIT2,RAC1,EPHB2,EPHB1,MYH10,NEO1,SPG11,EPHB3,EPHA4,NTRK2,LINGO1,FZD3,EPHA7,SEMA6A,BCL11B,LMO4,PTCH1,SEMA4C,UNC5C,ANK3,DCLK1,NELL2,ENAH,KLF7,VANGL2,NFIB,NOVA2,LHX6,CNTN2,MEGF8,MET,NECTIN1"
"gene_set_query"	"26"	"SETBP1"	"80.67"	"ARCHS4 Coexpression,20;Enrichr Queries,20;GTEx Coexpression,202"	"ROBO2,SEMA5A,CYFIP2,LAMA5,NRP1,TRIO,TENM4,CXCR4,KALRN,GLI3,ROBO1,ZMIZ1,MAP2,SLIT1,SLIT3,NCAM1,SLIT2,PLXNA4,EPHA5,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,DCC,PTCH1,PRKCA,ANK3,HSPG2,DCLK1,ENAH,NELL2,ZEB2,NFIB,NOVA2,DCX"
"gene_set_query"	"27"	"ZMAT4"	"81.33"	"ARCHS4 Coexpression,142;Enrichr Queries,18;GTEx Coexpression,84"	"ROBO2,SEMA5A,TENM2,TENM4,KALRN,ROBO1,CDH4,RELN,MAP2,CHL1,SLIT1,NCAM1,SLIT2,EPHB1,PLXNA4,CHRNB2,EPHA5,LINGO1,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,UNC5D,ANK3,DCLK1,NELL2,NOVA2,DCX"
"gene_set_query"	"28"	"SOX2"	"83.6"	"Literature ChIP-seq,6;ARCHS4 Coexpression,120;Enrichr Queries,237;ReMap ChIP-seq,1;GTEx Coexpression,54"	"ROBO2,SEMA5A,NRP1,NRP2,TENM2,TRIO,GLI3,ARHGAP35,ROBO1,CDH4,ZMIZ1,CHL1,RAC1,EPHB2,ATP7A,EPHB1,NEO1,EPHB3,EPHA4,EPHA7,SEMA6A,DSCAM,DCC,LMO4,PRKCA,UNC5C,ENAH,ZEB2,DCX,DSCAML1,CXCR4,LRP2,KALRN,ERBB4,MAP2,PLXNA1,ZSWIM6,NCAM1,SLIT3,SLIT2,MYH10,PLXNA4,NTRK2,FZD3,PTCH1,DCLK1,KLF7,NFASC,VANGL2,NFIB,CTNNB1,CNTN2,MDGA2,MDGA1,NECTIN1"
"gene_set_query"	"29"	"DLX1"	"85.67"	"ARCHS4 Coexpression,129;Enrichr Queries,121;GTEx Coexpression,7"	"NRP1,DLX5,CXCR4,ROBO1,RELN,MAP2,SLIT1,PLXNA1,SLIT2,EPHB1,CHRNB2,EPHA5,LINGO1,EPHA4,FZD3,DSCAM,BCL11B,TBR1,UNC5D,ANK3,DCLK1,NELL2,KLF7,NFIB,DCX,LHX6,MDGA2"
"gene_set_query"	"30"	"PEG3"	"87.0"	"ARCHS4 Coexpression,151;GTEx Coexpression,23"	"CHRNB2,SPTBN4,FZD3,TENM4,UNC5D,ANK3,KALRN,DCLK1,CDH4,RELN,MAP2,CHL1,DCX"
"gene_set_query"	"31"	"ZFHX4"	"88.33"	"ARCHS4 Coexpression,52;Enrichr Queries,38;GTEx Coexpression,175"	"ROBO2,SEMA5A,NRP1,TENM2,TENM3,LRP1,TENM4,KALRN,GLI3,ROBO1,RELN,MAP2,SLIT1,NCAM1,SLIT2,EPHB2,EPHB1,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,DCC,PRKCA,ANK3,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,TAOK1,NOVA2,DCX"
"gene_set_query"	"32"	"NR2F1"	"89.25"	"ARCHS4 Coexpression,7;Enrichr Queries,172;ReMap ChIP-seq,115;GTEx Coexpression,63"	"SPTBN4,LAMA5,NRP1,TENM3,TENM4,CXCR4,CELSR3,GLI3,ROBO1,CDH4,RELN,ZMIZ1,MAP2,SLIT1,PLXNA1,NCAM1,SLIT2,EPHB2,NEO1,EPHA5,EPHA4,NTRK2,EPHA7,FZD3,SEMA4C,PRKCA,L1CAM,DCLK1,NELL2,DIAPH1,NFASC,ZEB2,VANGL2,NFIB,NOVA2,MEGF8"
"gene_set_query"	"33"	"POU3F3"	"89.67"	"ARCHS4 Coexpression,26;Enrichr Queries,52;GTEx Coexpression,191"	"TENM4,CXCR4,KALRN,GLI3,ROBO1,CDH4,ERBB4,CHL1,MAP2,NCAM1,SLIT2,EPHB1,NTRK2,EPHA4,LINGO1,FZD3,SEMA6A,DSCAM,BCL11B,DCC,TBR1,DCLK1,NELL2,ZEB2,NFASC,VANGL2,NFIB,NOVA2,MDGA2,MEGF8,DSCAML1"
"gene_set_query"	"34"	"LHX1"	"93.0"	"ARCHS4 Coexpression,50;Enrichr Queries,136"	"NRP1,TENM4,DLX5,CXCR4,CELSR3,RELN,ERBB4,SLIT1,NCAM1,SLIT2,EPHB2,EPHB3,EPHA4,LINGO1,FZD3,SEMA6A,BCL11B,DCC,TBR1,L1CAM,NELL2,ZEB2,NFASC,NFIB,CNTN2,MDGA1"
"gene_set_query"	"35"	"MEIS3"	"93.67"	"ARCHS4 Coexpression,66;Enrichr Queries,214;GTEx Coexpression,1"	"NRP1,CXCR4,KALRN,ARHGAP35,CELSR3,ROBO1,MAP2,SLIT1,NCAM1,NEO1,CHRNB2,EPHA5,LINGO1,SEMA6A,DSCAM,LMO4,TBR1,L1CAM,HSPG2,DCLK1,NELL2,ZEB2,NFASC,VANGL2,NOVA2,DCX,MEGF8"
"gene_set_query"	"36"	"EBF1"	"94.8"	"ARCHS4 Coexpression,30;ENCODE ChIP-seq,110;Enrichr Queries,143;ReMap ChIP-seq,136;GTEx Coexpression,55"	"NRP1,TRIO,LRP1,TENM4,MYCBP2,CXCR4,KALRN,GLI3,ROBO1,ZMIZ1,MAP2,SLIT1,SLIT3,NCAM1,SLIT2,EPHB1,EPHA4,NTRK2,FZD3,SEMA6A,DCC,SEMA4C,ANK3,HSPG2,DCLK1,NELL2,KLF7,ZEB2,NFASC,NFIB,NOVA2,DCX,CTNNB1,CNTN2,MEGF8,MDGA1"
"gene_set_query"	"37"	"PBX1"	"96.0"	"Literature ChIP-seq,132;ARCHS4 Coexpression,4;Enrichr Queries,37;GTEx Coexpression,211"	"SEMA5A,ROBO2,NRP1,NRP2,TRIO,BMPR2,TENM4,MYCBP2,KALRN,GLI3,ROBO1,ZMIZ1,CHL1,MAP2,NCAM1,SLIT2,MYH10,NEO1,PLXNA4,EPHA5,CHRNB2,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,DSCAM,LMO4,PRKCA,ANK3,UNC5D,L1CAM,HSPG2,DCLK1,ENAH,NELL2,ZEB2,NFASC,VANGL2,NFIB,NOVA2,TAOK1,DCX"
"gene_set_query"	"38"	"CSRNP3"	"96.5"	"ARCHS4 Coexpression,54;GTEx Coexpression,139"	"CHRNB2,ROBO2,EPHA5,EPHA4,FZD3,EPHA6,DSCAM,ANK3,KALRN,DCLK1,NELL2,MAP2,CHL1,DCX,NCAM1,PLXNA4"
"gene_set_query"	"39"	"LHX5"	"98.67"	"ARCHS4 Coexpression,62;Enrichr Queries,159;GTEx Coexpression,75"	"SPTBN4,TENM4,DLX5,CXCR4,CELSR3,CDH4,RELN,SLIT1,NCAM1,EPHB2,EPHB1,NTRK2,LINGO1,FZD3,SEMA6A,BCL11B,DCC,TBR1,ANK3,L1CAM,NELL2,NFASC,NFIB,NOVA2,LHX6,CNTN2,MDGA1,NECTIN1"
"gene_set_query"	"40"	"PCGF2"	"101.0"	"ARCHS4 Coexpression,199;ReMap ChIP-seq,3"	"EPHA5,LAMA5,LINGO1,EPHA7,FZD3,SEMA6A,BCL11B,DLX5,CXCR4,TBR1,ANK3,LRP2,ARHGAP35,CELSR3,RELN,VANGL2,ERBB4,LHX6,NCAM1,MEGF8,NEO1"
"gene_set_query"	"41"	"BCL11A"	"103.2"	"ARCHS4 Coexpression,109;ENCODE ChIP-seq,43;Enrichr Queries,32;ReMap ChIP-seq,191;GTEx Coexpression,141"	"CYFIP2,NRP1,TRIO,TENM4,DLX5,CXCR4,ROBO1,MAP2,NCAM1,RAC1,EPHB2,MYH10,EPHB3,EPHA5,EPHA4,NTRK2,EPHA7,SEMA6A,BCL11B,DSCAM,LMO4,PTCH1,SEMA4C,PRKCA,TBR1,UNC5C,ANK3,DCLK1,NELL2,KLF7,ZEB2,VANGL2,NFIB,DCX,CTNNB1,NECTIN1"
"gene_set_query"	"42"	"BARHL2"	"105.3"	"ARCHS4 Coexpression,67;Enrichr Queries,222;GTEx Coexpression,27"	"RTN4R,SPTBN4,TENM4,DLX5,KALRN,CELSR3,CDH4,RELN,ERBB4,SLIT1,NCAM1,EPHB1,NTRK2,LINGO1,BCL11B,DCC,TBR1,ANK3,L1CAM,NELL2,NFASC,NOVA2,LHX6,CNTN2,MDGA1"
"gene_set_query"	"43"	"SCRT1"	"112.0"	"ARCHS4 Coexpression,92;Enrichr Queries,132"	"CHRNB2,SPTBN4,NTRK2,LINGO1,BCL11B,TBR1,L1CAM,CELSR3,DCLK1,NELL2,NFASC,NOVA2,CNTN2,SLIT3,NCAM1,MEGF8,MDGA1"
"gene_set_query"	"44"	"FEZF1"	"112.3"	"ARCHS4 Coexpression,141;Enrichr Queries,83;GTEx Coexpression,113"	"TENM2,DLX5,CXCR4,LRP2,GLI3,CDH4,RELN,MAP2,ERBB4,SLIT2,MYH10,NTRK2,LINGO1,EPHA4,EPHA7,FZD3,SEMA6A,DSCAM,BCL11B,DCC,TBR1,UNC5D,NELL2,NFIB,DCX,LHX6"
"gene_set_query"	"45"	"MEIS2"	"113.0"	"ARCHS4 Coexpression,11;Enrichr Queries,40;ReMap ChIP-seq,207;GTEx Coexpression,194"	"ROBO2,NRP1,NRP2,TENM4,MYCBP2,CXCR4,KALRN,GLI3,CELSR3,ROBO1,CDH4,RELN,ZMIZ1,MAP2,SLIT1,NCAM1,SLIT2,MYH10,NEO1,PLXNA4,CHRNB2,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,BCL11B,DCC,ANK3,DCLK1,NELL2,DIAPH1,NFASC,ZEB2,NFIB,NOVA2,DCX"
"gene_set_query"	"46"	"SOX21"	"115.0"	"ARCHS4 Coexpression,55;Enrichr Queries,207;GTEx Coexpression,83"	"EPHA4,NTRK2,FZD3,SEMA6A,TENM3,BCL11B,TENM4,DLX5,PTCH1,CXCR4,LRP2,GLI3,NELL2,EFNB1,CDH4,VANGL2,NFIB,MAP2,RAC1,EPHB2,NEO1,MYH10,EPHB3,NECTIN1"
"gene_set_query"	"47"	"GLI3"	"115.3"	"ARCHS4 Coexpression,53;Enrichr Queries,78;GTEx Coexpression,215"	"SEMA5A,NRP1,NRP2,TENM3,TENM4,LRP2,ROBO1,EFNB1,CDH4,ZMIZ1,SLIT1,SLIT3,NCAM1,SLIT2,EPHB2,NEO1,MYH10,EPHA4,NTRK2,EPHA7,FZD3,PTCH1,ANK3,HSPG2,DCLK1,NELL2,ENAH,ZEB2,VANGL2,NFIB,MET"
"gene_set_query"	"48"	"IRX1"	"115.7"	"ARCHS4 Coexpression,15;Enrichr Queries,127;GTEx Coexpression,205"	"SEMA5A,NRP1,TENM2,TENM3,TENM4,CXCR4,GLI3,CELSR3,ROBO1,EFNB1,CDH4,ZMIZ1,MAP2,SLIT1,SLIT3,NCAM1,SLIT2,EPHB2,NEO1,EPHB3,EPHA4,NTRK2,FZD3,SEMA6A,BCL11B,DCLK1,NELL2,VANGL2,NFIB,CNTN2,MEGF8"
"gene_set_query"	"49"	"FOXP2"	"116.7"	"Literature ChIP-seq,61;ARCHS4 Coexpression,242;ENCODE ChIP-seq,80;Enrichr Queries,10;ReMap ChIP-seq,44;GTEx Coexpression,263"	"ROBO2,SEMA5A,LAMA5,NRP1,NRP2,TENM2,LRP1,TENM4,PTPRJ,PSEN1,GLI3,CELSR3,ROBO1,CDH4,RELN,ERBB4,CHL1,MAP2,SLIT1,ZSWIM6,NCAM1,SLIT2,PLXNA4,EPHA5,EPHA4,NTRK2,EPHA7,FZD3,SEMA6A,EPHA6,BCL11B,DCC,PTCH1,SEMA4C,ANK3,DCLK1,NELL2,ZEB2,NFIB,NOVA2,MET"
"gene_set_query"	"50"	"INSM2"	"116.7"	"ARCHS4 Coexpression,85;Enrichr Queries,128;GTEx Coexpression,137"	"CHRNB2,SPTBN4,NTRK2,LINGO1,BCL11B,TENM4,DCC,CXCR4,TBR1,UNC5C,LRP2,L1CAM,CELSR3,NELL2,RELN,MAP2,DCX,PLXNA1,SLIT3,NCAM1,SLIT2,MDGA2,EPHB1,MDGA1"
"gene_set_query"	"51"	"ZIC3"	"116.8"	"Literature ChIP-seq,91;ARCHS4 Coexpression,161;Enrichr Queries,178;GTEx Coexpression,37"	"RTN4R,SPTBN4,TENM3,TENM4,CXCR4,CELSR3,GLI3,RELN,SLIT1,SLIT2,MYH10,EPHA4,LINGO1,FZD3,SEMA6A,BCL11B,PTCH1,ANK3,UNC5D,L1CAM,DCLK1,NELL2,ENAH,VANGL2,NFIB,MDGA1"
"gene_set_query"	"52"	"ZBTB18"	"117.0"	"ARCHS4 Coexpression,148;GTEx Coexpression,86"	"RTN4R,SPTBN4,RELN,CHL1,MAP2,NCAM1,ANK3,MDGA1,KALRN,CELSR3,DCLK1"
"gene_set_query"	"53"	"TCF12"	"123.4"	"ARCHS4 Coexpression,59;ENCODE ChIP-seq,10;Enrichr Queries,152;ReMap ChIP-seq,227;GTEx Coexpression,169"	"SEMA5A,LAMA5,NRP1,TRIO,BMPR2,LRP1,MYCBP2,GLI3,ROBO1,ZMIZ1,MAP2,PLXNA1,NCAM1,EPHB2,MYH10,SPG11,NEO1,NTRK2,FZD3,DCC,PRKCA,ANK3,DCLK1,ENAH,ZEB2,VANGL2,NFIB,TAOK1,DCX,CTNNB1"
"gene_set_query"	"54"	"OLIG2"	"124.3"	"Literature ChIP-seq,2;ARCHS4 Coexpression,121;Enrichr Queries,273;GTEx Coexpression,101"	"SEMA5A,ROBO2,CYFIP2,NRP1,TENM2,BMPR2,TENM4,MYCBP2,CXCR4,LRP2,PSEN1,KALRN,GLI3,ROBO1,CDH4,RELN,ERBB4,MAP2,SLIT1,NCAM1,SLIT3,RAC1,SLIT2,EPHB1,EPHB3,EPHA5,NTRK2,LINGO1,EPHA4,EPHA7,SEMA6A,DSCAM,BCL11B,DCC,LMO4,PTCH1,SEMA4C,PRKCA,ANK3,DCLK1,KLF7,ZEB2,NFASC,NFIB,DCX,CNTN2,MDGA2,DSCAML1"
"gene_set_query"	"55"	"GLI2"	"127.0"	"ARCHS4 Coexpression,114;Enrichr Queries,80;GTEx Coexpression,187"	"EPHA4,NTRK2,NRP2,TENM3,SEMA6A,TENM4,PTCH1,CXCR4,HSPG2,GLI3,ROBO1,ENAH,NELL2,ZEB2,VANGL2,ZMIZ1,NFIB,SLIT1,NCAM1,SLIT2,EPHB2,NEO1,MYH10,EPHB3"
