"ensembl_id","symbol","gene_name","entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"ENSRNOG00000038720","Cdkl1","cyclin dependent kinase like 1","314198",142.881393151806,0.901518938626732,0.213996509807889,4.21277402811873,2.52253396659829e-05,0.00017737977415225,"up"
"ENSRNOG00000004217","Stk10","serine/threonine kinase 10","29398",191.887999821983,-0.721917840673447,0.172163401577056,-4.19321315715486,2.75030785152518e-05,0.000191870589168531,"down"
"ENSRNOG00000012337","Pde1c","phosphodiesterase 1C","81742",284.053532133235,-0.729932727780123,0.174534873755856,-4.18215977169797,2.88752930771297e-05,0.00020104707010592,"down"
"ENSRNOG00000026821","Arhgap42","Rho GTPase activating protein 42","500943",147.370157142084,0.848171914399797,0.202981019263575,4.17857747230261,2.93338076111797e-05,0.000203838266249003,"up"
"ENSRNOG00000017686","Pi15","peptidase inhibitor 15","301489",7.07287781423853,6.17242456480454,1.47734039708242,4.17806524277977,2.93999329645549e-05,0.000204197472549103,"up"
"ENSRNOG00000042211",NA,NA,NA,94.2175947132505,1.04569978116782,0.25059673903535,4.17283874160993,3.00827864379884e-05,0.000208530750869505,"up"
"ENSRNOG00000011132","G2","G2 protein","100362814",3662.58038328306,0.632274477412307,0.151747407145191,4.16662458560065,3.0914297343987e-05,0.000213771006267218,"up"
"ENSRNOG00000008026",NA,NA,NA,59.9905834170221,1.30922790376964,0.314301798999927,4.16551196313689,3.10654631707026e-05,0.00021460652975542,"up"
"ENSRNOG00000001217","Lrrc3","leucine rich repeat containing 3","246773",92.0075370048473,1.06335416260862,0.255287070548088,4.16532713672358,3.10906424401322e-05,0.000214675651167882,"up"
"ENSRNOG00000004870","Dyrk3","dual specificity tyrosine phosphorylation regulated kinase 3","304775",159.750158009064,0.833705839563402,0.200328086553707,4.16170220514681,3.15884115595654e-05,0.000217687699339859,"up"
"ENSRNOG00000045636","Fasn","fatty acid synthase","50671",20473.0145226454,0.608740697597827,0.14636761340803,4.15898492449171,3.1966499401622e-05,0.000220078848435109,"up"
"ENSRNOG00000004937","Csmd3","CUB and Sushi multiple domains 3","314942",322.142478636402,0.750406674542528,0.181128706957417,4.14294722878437,3.42870862568224e-05,0.000235181869414475,"up"
"ENSRNOG00000005391","Prex2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2","312912",26.4065057377366,2.01309855027789,0.487074666336419,4.13303891458699,3.57998083974368e-05,0.00024492054603817,"up"
"ENSRNOG00000021680","Setdb2","SET domain bifurcated histone lysine methyltransferase 2","100361710",287.541427344215,-0.608283688266683,0.147436638400648,-4.12572949888968,3.69561439920403e-05,0.000251857189402402,"down"
"ENSRNOG00000029286","Hbe1","hemoglobin subunit epsilon 1","293267",37.2882488621307,-4.15777787959001,1.00781308415948,-4.12554465202009,3.69858411414074e-05,0.000251938218810126,"down"
"ENSRNOG00000011871","Kat2b","lysine acetyltransferase 2B","301164",220.717434316459,-0.652230465375028,0.158262381602233,-4.1211970827932,3.76908814971163e-05,0.000256124203372335,"down"
"ENSRNOG00000007118","Eva1a","eva-1 homolog A, regulator of programmed cell death","500221",46.1124758825729,1.58224272812592,0.38406331274291,4.11974452031316,3.79292719817973e-05,0.000257548197618946,"up"
"ENSRNOG00000012502","Stk17b","serine/threonine kinase 17b","170904",114.532425258429,0.957159369008429,0.232337235551167,4.11969853535438,3.79368422277272e-05,0.000257548197618946,"up"
"ENSRNOG00000013282","Mctp1","multiple C2 and transmembrane domain containing 1","309928",32.3388611224561,1.9517730760845,0.474562833512052,4.1127811498431,3.90920940804051e-05,0.000264502604997404,"up"
"ENSRNOG00000018854","Nppc","natriuretic peptide C","114593",25.9838184054316,2.11932318777643,0.515970800006953,4.10744791710669,4.00054949684922e-05,0.000270424148501781,"up"
"ENSRNOG00000020295","Plekhn1","pleckstrin homology domain containing N1","298694",292.496601475153,-0.731419032061081,0.178193539323142,-4.10463272035189,4.04957731989713e-05,0.000273346469093056,"down"
"ENSRNOG00000003453","Lypd1","Ly6/Plaur domain containing 1","360838",281.10276024441,0.718701626400855,0.175103401062437,4.10444127321425,4.05293207443745e-05,0.000273442455837583,"up"
"ENSRNOG00000046700","Mettl27","methyltransferase like 27","688407",28.5204741434388,-1.88688303692954,0.459876285139734,-4.10302313448542,4.07786456255573e-05,0.000274862447980174,"down"
"ENSRNOG00000010183","Gask1b","golgi associated kinase 1B","310540",51.5206966674291,1.40947047960214,0.343963721260134,4.09773005838655,4.17221425627078e-05,0.000280370293831437,"up"
"ENSRNOG00000004640","Mtfp1","mitochondrial fission process 1","289745",234.505987596395,0.640428415944738,0.156423260707724,4.09420193037259,4.23624997316316e-05,0.000283915038466662,"up"
"ENSRNOG00000019211","Olfml3","olfactomedin-like 3","310743",258.980791436211,-0.625307248364531,0.153008904161308,-4.08673764309367,4.37481352060653e-05,0.000291819244175112,"down"
"ENSRNOG00000015719","Egr4","early growth response 4","25129",12.1959969434261,3.95944316545846,0.969907632093338,4.08228890509177,4.45943119508813e-05,0.000297043467740616,"up"
"ENSRNOG00000016177","Scara3","scavenger receptor class A, member 3","364405",277.106966360921,0.621786415197025,0.152385802162303,4.0803434859028,4.49692002849124e-05,0.000298696828934714,"up"
"ENSRNOG00000057059",NA,NA,NA,138.490143656006,0.875562205062569,0.214621976532461,4.07955522173724,4.51219505350638e-05,0.000299570791257664,"up"
"ENSRNOG00000021752",NA,NA,NA,51.3617351904461,-1.37512506849859,0.337615811340412,-4.07304700286113,4.6402055307881e-05,0.000307492402105808,"down"
"ENSRNOG00000015691","Inka2","inka box actin regulator 2","310764",171.302339204689,0.744500201463776,0.18322112231682,4.06339723307889,4.8363620491176e-05,0.000319443745429112,"up"
"ENSRNOG00000015675","Nell1","neural EGFL like 1","81733",82.7583645658855,1.07955869026462,0.267259151425603,4.03937034337676,5.35948846085972e-05,0.000349751119669019,"up"
"ENSRNOG00000016897","Rlbp1","retinaldehyde binding protein 1","293049",155.317319301964,0.924184494732669,0.229001736042338,4.0357095570743,5.44375258433558e-05,0.000354497739565955,"up"
"ENSRNOG00000000187","Csf2rb","colony stimulating factor 2 receptor subunit beta","171081",13.9544448755312,-3.08479100130994,0.764382053970203,-4.03566643838318,5.44475253093597e-05,0.000354497739565955,"down"
"ENSRNOG00000016043","Aqp4","aquaporin 4","25293",19.7142658857125,2.498198363319,0.619273658030988,4.0340781993895,5.48170617465838e-05,0.000356575535443985,"up"
"ENSRNOG00000019068","Ctrb1","chymotrypsinogen B1","24291",37.7432920473097,1.68360493836031,0.417514376864802,4.03244781892981,5.51988740151099e-05,0.000358729292405041,"up"
"ENSRNOG00000001103","Sdk1","sidekick cell adhesion molecule 1","304297",108.658305250463,0.944897575887642,0.23463288113082,4.02713196604704,5.64613464479729e-05,0.000366093093284107,"up"
"ENSRNOG00000031801","Ephb3","Eph receptor B3","287989",236.472966555173,0.706825551585786,0.175825628145777,4.02003711881956,5.81889725596004e-05,0.000376260321651383,"up"
"ENSRNOG00000008157","Syn2","synapsin II","29179",270.758898286658,-0.626331964067,0.155821355435998,-4.01955150700931,5.83090336231895e-05,0.000376864416491953,"down"
"ENSRNOG00000019338","Dll3","delta like canonical Notch ligand 3","114125",182.362466138684,-0.796075123255059,0.198264928043039,-4.0152089989524,5.93931398003349e-05,0.000382821932526259,"down"
