"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"rno05144","Malaria",25,0.726896003918707,1.8708341687122,0.00225679526622434,0.0212260743958398,0.0212260743958398,1083,"tags=52%, list=9%, signal=47%","Il1b/Itgal/Itgb2/Tlr2/Icam1/Tlr9/Sele/Lrp1/Thbs2/Tgfb1/Myd88/Tgfb3/Thbs3",0.431707695803346
"rno04936","Alcoholic liver disease",94,0.580394659695902,1.87076524953973,0.000129806214885688,0.00250958682112331,0.00250958682112331,816,"tags=18%, list=7%, signal=17%","Il1b/C3/C3ar1/C2/Tradd/Cd14/Cpt1b/Nox4/C1qa/C1qc/Irf3/Ikbke/Irak4/C1qb/Fasn/Myd88/Mapk11",0.518848077743792
"rno04611","Platelet activation",88,0.586321793367243,1.86601846606465,0.000166686068454723,0.00290033759111219,0.00290033759111219,641,"tags=16%, list=5%, signal=15%","Pik3r5/P2ry12/Pik3cg/Fcer1g/Ptgs1/Fermt3/Syk/Gp5/Lcp2/Pla2g4b/Plcg2/Arhgef1/Rock1/Mylk",0.518848077743792
"rno03030","DNA replication",33,-0.701563787373371,-1.85596302925617,0.000359588399914852,0.00568803468956221,0.00568803468956221,2143,"tags=67%, list=18%, signal=55%","Rfc5/LOC134479640/Rfc2/Pold2/Rfc4/Rpa2/Fen1/Rnaseh2b/Pole/Rfc3/Rpa1/Mcm6/Pold4/Mcm2/Pold1/Prim2/Rnaseh2c/Pcna/Pole2/Rpa3/Mcm5/Mcm3",0.49849310876659
"rno05168","Herpes simplex virus 1 infection",117,0.56237504796286,1.85242745258972,3.4287580994988e-05,0.00079547187908372,0.00079547187908372,788,"tags=16%, list=7%, signal=15%","Il1b/C3/Tlr3/Tlr2/Tlr9/Tradd/Syk/RT1-N2/RT1-DOb/Cfp/Zc3hav1/Traf5/Tap1/Pou2f2/Irf3/Ikbke/Irak4/Tap2/Myd88",0.557332238758646
"rno04662","B cell receptor signaling pathway",53,0.621299553862479,1.8464640287027,0.000501547103989157,0.0075886257473142,0.0075886257473142,610,"tags=17%, list=5%, signal=16%","Rac2/Fos/Ptpn6/Syk/Blnk/Plcg2/Inpp5d/Pik3ap1/Vav1",0.477270815362862
"rno04940","Type I diabetes mellitus",14,0.825287730963398,1.84201736808329,0.0026873581965732,0.0230258705908148,0.0230258705908148,212,"tags=29%, list=2%, signal=28%","Il1b/Gad2/RT1-N2/RT1-DOb",0.431707695803346
"rno04061","Viral protein interaction with cytokine and cytokine receptor",19,0.783656626904023,1.84074414699296,0.00175036362195693,0.0190352043887816,0.0190352043887816,154,"tags=26%, list=1%, signal=26%","Ccl3/Ccl6/Csf1r/Tnfrsf1b/Il10ra",0.45505986738723
"rno04657","IL-17 signaling pathway",48,0.628859532063957,1.80881434328937,0.0011041433737594,0.0132497204851128,0.0132497204851128,816,"tags=19%, list=7%, signal=18%","Il1b/Fos/Tradd/Fosb/Mapk15/Traf5/Ikbke/Tnfaip3/Mapk11",0.45505986738723
"rno05215","Prostate cancer",86,-0.574065756546614,-1.80114610131152,0.000139804715984947,0.0025606337454085,0.0025606337454085,1518,"tags=23%, list=13%, signal=20%","Pdgfra/Tcf7l1/Nfkb1/Igf1/Plau/Ccne1/Plat/Ikbkg/Tcf7/Zeb1/Pdgfc/Erbb2/Ccne2/Cdk2/Creb5/Tcf7l2/Folh1/Pdgfd/Ccnd1/Egfr",0.518848077743792
"rno04145","Phagocytosis",159,0.522456444158974,1.78520306578954,3.99650020324785e-05,0.000869238794206408,0.000869238794206408,486,"tags=13%, list=4%, signal=12%","C3/Ncf1/Lyz2/Rac2/Itgb2/Tlr2/Itgam/Ctss/Alpg/Cd14/Mrc1/Syk/RT1-N2/Fcgr3a/RT1-DOb/Ctsk/Atg16l2/Cybb/Tap1/Dync1h1",0.557332238758646
"rno05167","Kaposi sarcoma-associated herpesvirus infection",129,0.5284896149102,1.78246659108298,0.00021318091908654,0.0035327123734341,0.0035327123734341,523,"tags=11%, list=4%, signal=10%","C3/Pik3r5/Pik3cg/Tlr3/Fos/Icam1/Gnb3/Hck/Tradd/Syk/RT1-N2/Plcg2/Irf3/Ikbke",0.518848077743792
"rno04666","Fc gamma R-mediated phagosome formation",81,0.565701463916349,1.77962726049121,0.00100830173865198,0.0125317501803889,0.0125317501803889,610,"tags=15%, list=5%, signal=14%","Ncf1/Ptprc/Rac2/Hck/Syk/Fcgr3a/Pla2g4b/Plcg2/Prkcg/Inpp5d/Rps6kb2/Vav1",0.45505986738723
"rno05321","Inflammatory bowel disease",23,0.706023479824155,1.76847836533875,0.00273007689224382,0.0230258705908148,0.0230258705908148,1012,"tags=39%, list=8%, signal=36%","Il1b/Tlr2/RT1-DOb/Il23a/Tlr5/Stat6/Tgfb1/Tgfb3/RT1-Db1",0.431707695803346
"rno05145","Toxoplasmosis",70,0.570274138763872,1.76701780724812,0.00140392369183403,0.0162855148252748,0.0162855148252748,1013,"tags=21%, list=8%, signal=20%","Pik3r5/Pik3cg/Tlr2/Il10ra/RT1-DOb/Lamc2/Irak4/Lama3/Tgfb1/Myd88/Mapk11/Lamb1/Tgfb3/RT1-Db1/Il10rb",0.45505986738723
"rno05143","African trypanosomiasis",17,0.745495107794514,1.7593096793228,0.0104970378330392,0.0629822269982351,0.0629822269982351,442,"tags=29%, list=4%, signal=28%","Il1b/Icam1/Tlr9/Sele/Prkcg",0.380730400722792
"rno03410","Base excision repair",42,-0.628630275768717,-1.74393942425594,0.000958627008718603,0.012355637001262,0.012355637001262,2324,"tags=43%, list=19%, signal=35%","Hmgb1/Rfc5/Hmgb1l5/Rfc2/Pold2/Rfc4/Nthl1/Fen1/Ogg1/Pole/Rfc3/Pold4/Pold1/Hmgb1l1/Pcna/Pole2/Ung/Neil1",0.477270815362862
"rno04659","Th17 cell differentiation",62,0.585001900607478,1.72523855074326,0.00298870368999519,0.0236379291845074,0.0236379291845074,1012,"tags=19%, list=8%, signal=18%","Il1b/Fos/Irf4/Tgfbr2/RT1-DOb/Il23a/Jak3/Stat6/Tgfb1/Mapk11/Ahr/RT1-Db1",0.431707695803346
"rno03440","Homologous recombination",38,-0.635204393410554,-1.70510001007234,0.00204993469525337,0.0201590523078196,0.0201590523078196,2089,"tags=50%, list=17%, signal=42%","Topbp1/Brca1/Eme1/Pold2/Top3a/Rpa2/Rpa1/Nbn/Pold4/Xrcc2/Pold1/Xrcc3/Rpa3/Rad54l/Brip1/Rad51c/Bard1/Rad51/Rad51b",0.431707695803346
"rno03430","Mismatch repair",21,-0.699927226717323,-1.69917652970386,0.00400231556738826,0.0304638106251757,0.0304638106251757,2778,"tags=67%, list=23%, signal=51%","Lig1/Pold3/Rfc5/Rfc2/Pold2/Rfc4/Rpa2/Rfc3/Rpa1/Pold4/Pold1/Pcna/Rpa3/Exo1",0.407017918923954
"rno05332","Graft-versus-host disease",7,0.88240561369616,1.68871372433828,0.00284515067645126,0.0230258705908148,0.0230258705908148,212,"tags=43%, list=2%, signal=42%","Il1b/RT1-N2/RT1-DOb",0.431707695803346
"rno05418","Fluid shear stress and atherosclerosis",98,0.522065419641966,1.68464901707404,0.00173777093084037,0.0190352043887816,0.0190352043887816,1056,"tags=14%, list=9%, signal=13%","Il1b/Ncf1/Rac2/Fos/Icam1/Sele/Sdc4/Cav1/Gsta4/Vegfa/Mapk11/Gstt1/Thbd/Mgst1",0.45505986738723
"rno04392","Hippo signaling pathway - multiple species",26,-0.647590205211575,-1.66357722178398,0.00805763195407889,0.0519269614818418,0.0519269614818418,1731,"tags=50%, list=14%, signal=43%","Mob1a/Tead3/Wtip/Stk3/Frmd6/Rassf6/Tead4/Ajuba/Tead1/Tead2/Limd1/Yap1/Wwtr1",0.380730400722792
"rno05162","Measles",88,0.521237237722641,1.65888138867417,0.00264516540941581,0.0230258705908148,0.0230258705908148,800,"tags=15%, list=7%, signal=14%","Il1b/Tlr2/Tlr7/Fos/Tlr9/Tradd/Tp73/Jak3/Irf3/Ikbke/Irak4/Myd88/Tnfaip3",0.431707695803346
"rno04218","Cellular senescence",128,-0.494713768135348,-1.64924570375676,0.000676573313539484,0.00941790052446962,0.00941790052446962,1566,"tags=25%, list=13%, signal=22%","E2f5/Nfatc1/Cdk6/Gadd45b/Nbn/Hipk2/Nfkb1/RT1-N3/Tgfb2/Foxm1/Ccne1/Zfp36l2/Ccnb1/Rad9a/Ppidl1/Cdkn2b/Ccna2/Cdk1/Ccne2/Itpr2/Cdk2/Traf3ip2/Rbl1/Slc25a5-ps11/Chek2/Mybl2/Rras/Rbbp4l1/Smad3/Zfp36l1/Ccna1/Ccnd1",0.477270815362862
"rno04612","Antigen processing and presentation",31,0.610055284922052,1.62546034074344,0.0143224326061254,0.0798784632111479,0.0798784632111479,1012,"tags=26%, list=8%, signal=24%","Ctss/RT1-N2/RT1-DOb/Tap1/Tap2/Rfx5/Lgmn/RT1-Db1",0.380730400722792
"rno04060","Cytokine-cytokine receptor interaction",86,0.510159649969007,1.62290506631541,0.00402682554240829,0.0304638106251757,0.0304638106251757,484,"tags=16%, list=4%, signal=16%","Ccl3/Il1b/Csf2rb/Ccl6/Csf1r/Tnfrsf1b/Tgfbr2/Tnfsf13/Il10ra/Tnfsf9/Il23a/Csf2ra/Cxcl16/Tnfsf18",0.407017918923954
"rno05340","Primary immunodeficiency",13,0.716334280444076,1.61698289764927,0.0481568200195772,0.192627280078309,0.192627280078309,844,"tags=46%, list=7%, signal=43%","Ptprc/Blnk/Jak3/Tap1/Tap2/Rfx5",0.321775918075361
"rno05135","Yersinia infection",107,0.496769966705405,1.61667775554078,0.00186323149774633,0.0196486230671431,0.0196486230671431,816,"tags=11%, list=7%, signal=11%","Il1b/Rac2/Fos/Lcp2/Fyb1/Arhgef1/Irf3/Rock1/Irak4/Vav1/Myd88/Mapk11",0.45505986738723
"rno04114","Oocyte meiosis",95,-0.510746804790115,-1.60523518585589,0.00197961103503885,0.0201590523078196,0.0201590523078196,1983,"tags=25%, list=16%, signal=21%","Ppp2r5a/Adcy2/Spdya/Anapc15/Camk2d/Slk/Bub1/Espl1/Igf1/Fbxo5/Mad2l1/Sgo1/Ccne1/Ccnb1/Pttg1/Aurka/Pkmyt1/Plk1/Cdk1/Cdc20/Ccne2/Itpr2/Cdk2/Cpeb1",0.431707695803346
"rno04670","Leukocyte transendothelial migration",76,0.517172468551525,1.59524583783283,0.0027903434903066,0.0230258705908148,0.0230258705908148,667,"tags=16%, list=6%, signal=15%","Itgal/Ncf1/Rac2/Itgb2/Itgam/Icam1/Cybb/Plcg2/Prkcg/Rock1/Vav1/Rassf5",0.431707695803346
"rno05218","Melanoma",54,-0.548716455263572,-1.59310208968514,0.00666239071662745,0.0459649080175242,0.0459649080175242,2226,"tags=31%, list=18%, signal=26%","Pdgfb/E2f2/Gadd45g/Fgf5/E2f3/Pdgfra/Hgf/Mitf/Cdk6/Gadd45b/Igf1/Ddb2/Pdgfc/Polk/Pdgfd/Ccnd1/Egfr",0.407017918923954
"rno00591","Linoleic acid metabolism",6,0.838277828278655,1.59194396160517,0.0252236467322585,0.113997780036701,0.113997780036701,1963,"tags=100%, list=16%, signal=84%","Alox15/Pla2g4b/Plaat3/Pla2g4e/Pla2g12a/Pla2g6",0.352487857583619
"rno05132","Salmonella infection",195,0.447746590198182,1.59099292627736,0.000940962399655642,0.012355637001262,0.012355637001262,916,"tags=10%, list=8%, signal=10%","Il1b/Ptprc/Pik3cg/Tlr2/Fos/Nckap1l/Tlr9/Cyth4/Tradd/Cd14/Casp4/Dync1h1/Ahnak/Irak4/Tlr5/Klc3/Myd88/Mapk11/Pik3c2b/Ripk2",0.477270815362862
"rno05213","Endometrial cancer",55,-0.550623058950594,-1.58835587489803,0.008419562815222,0.0532728701763137,0.0532728701763137,1696,"tags=20%, list=14%, signal=17%","Lef1/Axin2/Tcf7l1/Gadd45b/Ddb2/Tcf7/Erbb2/Polk/Tcf7l2/Ccnd1/Egfr",0.380730400722792
"rno05219","Bladder cancer",34,-0.585351754288934,-1.58515209615616,0.0128633212274636,0.0746072631192891,0.0746072631192891,564,"tags=15%, list=5%, signal=14%","Erbb2/Fgfr3/Mmp2/Ccnd1/Egfr",0.380730400722792
