"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"rno00190","Oxidative phosphorylation",95,0.479761731458765,2.10852742778734,3.47237307562999e-07,5.92039609394914e-05,5.92039609394914e-05,1870,"tags=38%, list=15%, signal=32%","Cox7a2/Uqcr10/Ndufa2/Ppa2/Atp5mc3/Ndufb8/Cox6a1/Atp5f1d/Ndufab1/Uqcrc1/Ndufc2/Ndufa7/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Cox10/Ndufv2/Ndufa12/Atp6v1h/Cyc1/Ndufa3/Atp6v1g2/Ndufb11/Cox4i1/Atp6v0a4/Uqcr11/Ndufb7/Atp5me/Atp6v0d1/Sdhb",0.674962860011025
"rno05020","Prion disease",205,0.374465724646179,1.90759925147331,2.9021084465644e-07,5.92039609394914e-05,5.92039609394914e-05,2526,"tags=34%, list=21%, signal=27%","Bax/Ncf1/Cox7a2/Uqcr10/Rac1/Psmb6/C1qb/Ndufa2/Ccl5/Atp5mc3/Ndufb8/Cox6a1/Atp5f1d/Psmc3/Ndufab1/Uqcrc1/Ndufc2/Egr1/Psmb4/Ndufa7/Grin2c/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Psmb7/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Creb3/Psmb5/Ndufv2/Psmd3/Ndufa12/Cyc1/Ndufa3/C1qc/Psmd8/Creb3l1/Cacna1d/Ndufb11/Cox4i1/Casp3/Itpr2/Klc3/Grin2b/Uqcr11/Cybb/Ppif/Cacna1b/Ndufb7/Sdhb/Rac2/Ryr2/Notch1/Psmc1/Psma4/Ndufb4/Creb3l2/Psmb3/Hspa1a/Ryr3/Cox5a/Psma1/Psmb6l1/Grin2d/Cox6b1/Atp5mc2",0.674962860011025
"rno05415","Diabetic cardiomyopathy",158,0.364360851244029,1.77720095448258,2.47756240827555e-05,0.00168969756244392,0.00168969756244392,2574,"tags=34%, list=21%, signal=27%","Col1a2/Ncf1/Cox7a2/LOC134480898/Prkcb/Uqcr10/Rac1/Ndufa2/Atp5mc3/Gapdh/Ndufb8/Cox6a1/Atp5f1d/Ndufab1/Uqcrc1/Ndufc2/Ndufa7/Atp5po/Ndufs8/Atp5f1e/Sp1/Ndufb6/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Ndufv2/Ndufa12/Cyc1/Ndufa3/Col1a1/Irs1/Ndufb11/Gfpt1/Cox4i1/Uqcr11/Cybb/Ppif/Ndufb7/Sdhb/Rac2/Ryr2/Mpc1/Ndufb4/Rela/Ager/Cox5a/Parp1/Mmp2/Cox6b1/Atp5mc2/Prkcz",0.575610261071129
"rno00860","Porphyrin metabolism",28,0.514755714925317,1.77664657704737,0.00329971834235332,0.125022661638054,0.125022661638054,2105,"tags=36%, list=17%, signal=30%","Ftl1l7/Ftl1l1/Ftl1l5/LOC100362384/Cox10/Gusb/Cp/Alad/Urod/Uros",0.431707695803346
"rno05016","Huntington disease",238,0.343693711117586,1.75841502725523,3.41067686753386e-06,0.000387680270609682,0.000387680270609682,2841,"tags=35%, list=23%, signal=27%","Bax/Nrf1/Cox7a2/Uqcr10/Psmb6/Gpx1/Ndufa2/Atp5mc3/Ndufb8/Atg2a/Cox6a1/Atp5f1d/Psmc3/Ambra1/Taf4b/Ndufab1/Uqcrc1/Ndufc2/Dnah5/Psmb4/Ndufa7/Atp5po/Ndufs8/Atp5f1e/Sp1/Ndufb6/Psmb7/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Creb3/Psmb5/Ndufv2/Psmd3/Ndufa12/Cyc1/Ndufa3/Psmd8/Dnah6/Atg2b/Creb3l1/Ndufb11/Slc1a2/Cox4i1/Wipi1/Casp3/Klc3/Hip1/Grin2b/Uqcr11/Ppif/Cacna1b/Ndufb7/Sdhb/Atg101/Polr2i/Ulk1/Dnal1/Psmc1/Pik3r4/Psma4/Ndufb4/Creb3l2/Dctn2/Psmb3/Htt/Cox5a/Psma1/Psmb6l1/Cox6b1/Atp5mc2/Psmb1/Polr2g/Psmc4/Creb1/Ndufs4/Polr2f/Ap2s1/Rest/Tbp/Cox7a2-ps2",0.627256739718528
"rno05014","Amyotrophic lateral sclerosis",286,0.321774906114022,1.68643945495626,7.15966312830453e-06,0.000610361281687961,0.000610361281687961,2526,"tags=31%, list=21%, signal=25%","Bax/Cox7a2/Uqcr10/Rac1/Psmb6/Gpx1/Ndufa2/Nos1/Atp5mc3/Ndufb8/Atg2a/Spg11/Atxn2/Cox6a1/Anxa11/Atp5f1d/Psmc3/Ambra1/Ndufab1/Uqcrc1/Ndufc2/Dnah5/Psmb4/Ndufa7/Grin2c/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Psmb7/Tank/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Psmb5/Chchd10/Ndufv2/Psmd3/Ndufa12/Cyc1/Ndufa3/Map1lc3b/Map1lc3a/Tomm40/Psmd8/Dnah6/Atg2b/Map2k6/Rab5a/Ndufb11/Slc1a2/Cox4i1/Wipi1/Casp3/Nxf2/Klc3/Grin2b/Uqcr11/Nup210/Ndufb7/Optn/Sdhb/Nxt2/Atg101/Nxf1/Ulk1/Dnal1/Psmc1/Pik3r4/Psma4/Ndufb4/Sec13/Prph/Dctn2/Erbb4/Nefm/Psmb3/Rab8a/Fig4/Cox5a/Psma1/Psmb6l1/Grin2d/Cox6b1/Pom121/Atp5mc2",0.610526878385931
"rno03410","Base excision repair",43,0.410331056458633,1.60388601137253,0.00993983954167793,0.282457106976015,0.282457106976015,2580,"tags=37%, list=21%, signal=29%","Rfc3/Mpg/Pold1/Pnkp/Pold2/Apex1/Ung/Neil1/Polb/Parg/Hmgb1/Rfc5/Mutyh/Adprs/Parp1/Hmgb1l1",0.380730400722792
"rno05012","Parkinson disease",207,0.306567856413337,1.5408053117068,0.000449131473261841,0.0255256387303813,0.0255256387303813,2586,"tags=30%, list=21%, signal=24%","Bax/Rps27a/Cox7a2/Uqcr10/Psmb6/Ndufa2/Atp5mc3/Gnal/Ndufb8/Cox6a1/Ube2g2/Atp5f1d/Psmc3/Ndufab1/Uqcrc1/Ndufc2/Psmb4/Ndufa7/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Psmb7/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Psmb5/Ndufv2/Psmd3/Ndufa12/Ube2j2/Cyc1/Ndufa3/Psmd8/Maoa/Ndufb11/Uchl1/Cox4i1/Maob/Casp3/Itpr2/Klc3/Uqcr11/Ppif/Lrrk2/Ndufb7/Sdhb/Nfe2l2/Gnas/Psmc1/Psma4/Ndufb4/Psmb3/Ryr3/Cox5a/Psma1/Psmb6l1/Cox6b1/Atp5mc2/Gnai3/Psmb1",0.49849310876659
"rno04932","Non-alcoholic fatty liver disease",120,0.324279539863654,1.50391552734181,0.00386483482271842,0.131790867454698,0.131790867454698,1539,"tags=25%, list=13%, signal=22%","Bax/Cox7a2/Uqcr10/Rac1/Fos/Ndufa2/Ndufb8/Faslg/Cox6a1/Ndufab1/Uqcrc1/Ndufc2/Ndufa7/Ndufs8/Bcl2l11/Ndufb6/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Ndufv2/Ndufa12/Cyc1/Ndufa3/Irs1/Ndufb11/Cox4i1/Casp3/Uqcr11",0.431707695803346
"rno05322","Systemic lupus erythematosus",29,0.425406556033198,1.4959456263314,0.0322050431721187,0.763667037991614,0.763667037991614,2459,"tags=45%, list=20%, signal=36%","H2az2/Hist3h2ba/C1qb/H2az1/C1qc/H3f3a/Grin2b/Actn1/Actn4/Trim21/RT1-Db1/Macroh2a1/C3",0.321775918075361
"rno03050","Proteasome",40,0.390891174209333,1.4676529392044,0.0358318844805449,0.763667037991614,0.763667037991614,2700,"tags=40%, list=22%, signal=31%","Psmb6/Psmc3/Psmf1/Psmb4/Psmb7/Psmb5/Psmd3/Pomp/Psmd8/Psmc1/Psma4/Psmb3/Psma1/Psmb6l1/Psmb1/Psmc4",0.321775918075361
"rno04714","Thermogenesis",175,0.297437243335398,1.46055529729645,0.00312121896608959,0.125022661638054,0.125022661638054,2193,"tags=29%, list=18%, signal=24%","Cox7a2/Uqcr10/Ndufa2/Atp5mc3/Ndufb8/Cox6a1/Akt1s1/Atp5f1d/Ndufab1/Uqcrc1/Ndufc2/Ndufa7/Atp5po/Arid1b/Ndufs8/Atp5f1e/Ndufb6/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Adcy1/Ndufa8/Cox10/Creb3/Ndufv2/Ndufa12/Arid1a/Rps6ka6/Smarca2/Cyc1/Ndufa3/Coa3/Creb3l1/Ndufb11/Cox4i1/Prdm16/Uqcr11/Dpf3/Cpt1a/Kdm3a/Adcy3/Ndufb7/Atp5me/Sdhb/Gnas/Adcy2/Ndufb4/Ndufaf5/Creb3l2",0.431707695803346
"rno05208","Chemical carcinogenesis - reactive oxygen species",176,0.29343013794875,1.45415578710759,0.00628580006538777,0.194859802027021,0.194859802027021,1980,"tags=25%, list=16%, signal=21%","Ncf1/Cox7a2/Uqcr10/Rac1/Fos/Ndufa2/Atp5mc3/Ndufb8/Cox6a1/Atp5f1d/Ndufab1/Uqcrc1/Ndufc2/Ndufa7/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Ndufv2/Ndufa12/Prkd1/Vegfa/Cyc1/Ndufa3/Ndufb11/Cox4i1/Mgst3/Gstt2/Uqcr11/Prkd2/Ppif/Gstt3/Ndufb7/Nqo1/Cyp1b1/Sdhb/Pld2/Nfe2l2/Abl1",0.407017918923954
"rno05230","Central carbon metabolism in cancer",58,-0.365973783762957,-1.43785345242001,0.0301768089804206,0.763667037991614,0.763667037991614,3363,"tags=43%, list=28%, signal=31%","Pik3cb/Hk2/Nras/Pdha1/Pkm/Fgfr3/Pik3cd/Hkdc1/Akt1/Hk1/Egfr/Mapk1/Kit/Myc/Pfkl/Pten/Pfkm/Akt3/Fgfr1/Hif1a/Pdgfra/Pkml1/Pfkp/Gls/Pik3r1",0.352487857583619
"rno04972","Pancreatic secretion",55,0.350192669041324,1.42279051360864,0.0347161921500591,0.763667037991614,0.763667037991614,3288,"tags=38%, list=27%, signal=28%","Prkcb/Rac1/Atp2b3/Rab3d/Adcy1/Itpr2/Kcnma1/Adcy3/Slc4a4/Ryr2/Gnas/Adcy2/Rab8a/Rab27b/Rap1b/Sctr/Rhoa/Plcb1/Pla2g12a/Adcy7/Itpr1",0.321775918075361
"rno05010","Alzheimer disease",292,0.270385409845915,1.41887744544054,0.00140674162972958,0.0685284136768268,0.0685284136768267,2586,"tags=28%, list=21%, signal=22%","Cox7a2/Fzd7/LOC134480898/Uqcr10/Psmb6/Ndufa2/Nos1/Atp5mc3/Gapdh/Ndufb8/Atg2a/Cox6a1/Atp5f1d/Psmc3/Ambra1/Apoe/Ndufab1/Uqcrc1/Ndufc2/Fzd6/Psmb4/Ndufa7/Grin2c/Atp5po/Ndufs8/Atp5f1e/Ndufb6/Psmb7/Uqcrfs1/Ndufa6/Ndufv3/Ndufs2/Ndufa8/Wnt5a/Psmb5/Ndufv2/Psenen/Psmd3/Ndufa12/Fzd3/Cyc1/Ndufa3/Irs1/Psmd8/Atg2b/Cacna1d/Ndufb11/Cox4i1/Wipi1/Csf1/Casp3/Itpr2/Klc3/Grin2b/Uqcr11/Cybb/Ppif/Ndufb7/Apc/Sdhb/Atg101/Ulk1/Fzd9/Psmc1/Pik3r4/Psma4/Ndufb4/Rela/Psmb3/Ager/Ctnnb1/Apc2/Ryr3/Cox5a/Psma1/Psmb6l1/Grin2d/Cox6b1/Atp5mc2/Hras/Psmb1",0.45505986738723
"rno03083","Polycomb repressive complex",75,-0.340216067058162,-1.41089163643708,0.0389059323785602,0.780407231828767,0.780407231828767,3083,"tags=40%, list=25%, signal=30%","Cbx7/L3mbtl2/Sfmbt1/Hdac2/Hdac1/Cbx3/Csnk2b/Ezh1/Cbx8/L3mbtl3/Wdr5b/Wdr5/Phc1/Pcgf5/Aebp2/Rbbp4l1/Phf19/Pcgf3/Mtf2/Suz12/Pcgf1/Tex10/Ring1/Scml2/Bmi1/Usp7/Usp16/Mbd5/Mbd6/Ogt",0.321775918075361
"rno05221","Acute myeloid leukemia",55,-0.363221430595855,-1.40988869086153,0.0488656195462478,0.8770092771195,0.8770092771195,3443,"tags=40%, list=28%, signal=29%","Cebpa/Pik3cb/Nras/Sos1/Lef1/Pik3cd/Grb2/Akt1/Braf/Mapk1/Ikbkg/Kit/Myc/Tcf7l2/Nfkb1/Akt3/Stat5b/Pim1/Runx1t1/Rara/Rps6kb1/Pik3r1",0.271288554688953
"rno04020","Calcium signaling pathway",171,0.263239992992488,1.28659955790117,0.0458779405565277,0.869132096098664,0.869132096098664,3345,"tags=37%, list=28%, signal=27%","Tfeb/Prkcb/Htr5b/Atp2b3/Nos1/Htr2c/Gnal/Ntrk3/Erbb3/Adra1b/Fgfr4/Grin2c/P2rx3/Stim1/Adcy1/Nfatc1/Vegfa/Hrh2/Pde1a/P2rx2/Cacna1d/Phka2/Camk4/Itpr2/Cacna1a/Grin2b/Itpkb/Ppif/Cacna1b/Adcy3/Ryr2/Gna14/Pdgfrb/Gnas/Htr7/Adcy2/Casq1/Ptafr/Ptger3/Ptger1/Erbb4/Ntrk2/Ryr3/Grin2d/Mcoln1/Cacna1e/Cacna1c/Slc8a1/Cckbr/Plce1/Phka1/Camk2a/Plcb1/Htr5a/Camk1d/Ryr1/Phkg2/Adcy7/Bdkrb2/Itpr1/Tbxa2r/Mcu/Orai3",0.321775918075361
