ID,Description,NES_5v0,padj_5v0,NES_15v5,padj_15v5,mirror_class
GO:0035195,miRNA-mediated post-transcriptional gene silencing,2.03791305591571,0.00229350287033285,-2.11820008230576,0.00111500868986127,5up_15down
GO:0035249,"synaptic transmission, glutamatergic",1.7326061745489,0.0117540343773656,-2.03161563290936,4.45562932271791e-05,5up_15down
GO:0035264,multicellular organism growth,1.77156342113405,0.00207425526718508,-1.80093761141479,0.000850845907067929,5up_15down
GO:0035418,protein localization to synapse,1.68725971056138,0.01589935350974,-1.75972098007402,0.00869443044852371,5up_15down
GO:0040029,epigenetic regulation of gene expression,1.68358331841483,0.00218800250272909,-1.93684933971177,1.2887928569884e-05,5up_15down
GO:0042063,gliogenesis,1.47747436691724,0.011936254363146,-1.51684828481576,0.00676222964733742,5up_15down
GO:0042254,ribosome biogenesis,-1.79291089758437,4.41116094769475e-06,2.19299064444401,2.591e-08,5down_15up
GO:0042274,ribosomal small subunit biogenesis,-1.81431157232599,0.00274720715152547,2.48001568924759,2.591e-08,5down_15up
GO:0043045,epigenetic programming of gene expression,1.99752796997569,0.0193283053551671,-1.90173882278834,0.0287935368085628,5up_15down
GO:0043484,regulation of RNA splicing,-1.90404619364576,0.000277292555656949,1.66515831552332,0.0066707278390206,5down_15up
GO:0043954,cellular component maintenance,2.00384959465327,0.000375261088103681,-1.81979832524954,0.0066707278390206,5up_15down
GO:0044458,motile cilium assembly,-1.74131939890748,0.0357281426945738,1.7280782850028,0.043351502337872,5down_15up
GO:0045165,cell fate commitment,1.82361073278695,0.000502455339944984,-1.63565920840792,0.0164431873105591,5up_15down
GO:0045773,positive regulation of axon extension,2.18826374544732,4.44675010710818e-05,-1.93782347594351,0.00370229702079786,5up_15down
GO:0045778,positive regulation of ossification,1.69559150349685,0.0445395072095443,-1.71324250981394,0.0448094869456275,5up_15down
GO:0045927,positive regulation of growth,1.73508747706655,0.00084733710021975,-1.65758240520652,0.00383067268350664,5up_15down
GO:0048013,ephrin receptor signaling pathway,2.23437428432577,0.000115179927679849,-2.12400043869458,0.000490596563694416,5up_15down
GO:0048024,"regulation of mRNA splicing, via spliceosome",-2.24810719170797,3.3835911474774e-06,1.83921951483309,0.00137483656460094,5down_15up
GO:0048048,embryonic eye morphogenesis,1.92980150553461,0.0125295199451783,-1.81337774007916,0.0440286217730425,5up_15down
GO:0048167,regulation of synaptic plasticity,1.54850268161268,0.0239096339624562,-1.60375923161343,0.0114418414806371,5up_15down
GO:0048532,anatomical structure arrangement,1.90075354745614,0.0328041924674664,-1.8655708215872,0.0446027053294244,5up_15down
GO:0048562,embryonic organ morphogenesis,1.75478275737795,0.000564875744772385,-1.63270239961018,0.00653737496016077,5up_15down
GO:0048588,developmental cell growth,1.94698153175756,5.32084050875771e-06,-1.880891539139,1.91848795533174e-05,5up_15down
GO:0048638,regulation of developmental growth,1.91350166872978,1.9477120032659e-06,-1.78672885152117,5.81097058980556e-05,5up_15down
GO:0048639,positive regulation of developmental growth,2.06970703748523,3.3835911474774e-06,-1.9250191783337,0.000105170437328638,5up_15down
GO:0048675,axon extension,2.19741003432324,1.03156585775885e-06,-1.98356639480715,0.000271581898475578,5up_15down
GO:0048679,regulation of axon regeneration,1.72552706152258,0.0414344152883307,-1.71910897925038,0.0488413877102195,5up_15down
GO:0048705,skeletal system morphogenesis,1.71447577734439,0.00163804476252452,-1.69150911680417,0.00327437942931945,5up_15down
GO:0048736,appendage development,1.7433585930975,0.00213317070963117,-1.79409334805412,0.00245622592119275,5up_15down
GO:0048738,cardiac muscle tissue development,1.56178232687027,0.0260776494823683,-1.54006733207713,0.0419222603405097,5up_15down
GO:0048813,dendrite morphogenesis,2.10710428133252,3.96606796994068e-07,-2.16850984836971,2.591e-08,5up_15down
GO:0048814,regulation of dendrite morphogenesis,1.93846301895089,0.00118960309772718,-1.81217401074741,0.00700883313912045,5up_15down
GO:0048846,axon extension involved in axon guidance,2.22052457463245,0.000209626691220053,-1.89472705382176,0.043351502337872,5up_15down
GO:0050684,regulation of mRNA processing,-2.15684230420104,5.12639418281575e-06,1.72782311320858,0.00484752752986308,5down_15up
GO:0050767,regulation of neurogenesis,1.83960438993956,8.72968802810923e-07,-1.83714080513597,5.69682400470961e-07,5up_15down
GO:0050768,negative regulation of neurogenesis,1.72801101217645,0.0101234719627272,-1.706616590305,0.0139514653910562,5up_15down
GO:0050769,positive regulation of neurogenesis,1.84405163477534,4.31227693539173e-05,-1.84999415796729,3.11065491961627e-05,5up_15down
GO:0050770,regulation of axonogenesis,2.27646455667006,3.98615384615385e-08,-2.24277129012928,2.591e-08,5up_15down
GO:0050771,negative regulation of axonogenesis,1.84150765350235,0.00936878053535757,-1.82651737734583,0.0124809604360118,5up_15down
GO:0050772,positive regulation of axonogenesis,2.23565997011119,3.3835911474774e-06,-2.14656926043957,6.00938015936461e-05,5up_15down
GO:0050773,regulation of dendrite development,1.78291235388434,0.00177790626150604,-1.88683971871746,0.000337903879088382,5up_15down
GO:0050803,regulation of synapse structure or activity,2.04529603874619,3.98615384615385e-08,-2.20532987284143,2.591e-08,5up_15down
GO:0050807,regulation of synapse organization,2.05393714411835,3.98615384615385e-08,-2.21221143911354,2.591e-08,5up_15down
GO:0050885,neuromuscular process controlling balance,2.28224879640578,1.97938216039573e-05,-1.9121069367401,0.00541103000461978,5up_15down
GO:0050890,cognition,1.6727694174092,0.000373278818043895,-1.68799139437171,0.000419211516533252,5up_15down
GO:0050905,neuromuscular process,1.98355444686567,1.50370281247761e-05,-1.77582758272357,0.00169206749389613,5up_15down
GO:0050919,negative chemotaxis,1.8680721926368,0.0155994204665816,-2.27853667351659,6.7116164463834e-05,5up_15down
GO:0050954,sensory perception of mechanical stimulus,1.54391500847764,0.0439615728092693,-1.5409626094704,0.0376084789714736,5up_15down
GO:0051056,regulation of small GTPase mediated signal transduction,1.81347683682903,0.000163140453578172,-1.71663318516745,0.000741116956952044,5up_15down
GO:0051216,cartilage development,1.52914156743787,0.0481014059331185,-1.63468063949486,0.0232151251209829,5up_15down
GO:0051382,kinetochore assembly,-1.96720025630295,0.0111533406164266,1.9222632260176,0.0159043144843747,5down_15up
GO:0051383,kinetochore organization,-2.03513399652209,0.00519066125669037,1.94707110212938,0.00851162745259832,5down_15up
GO:0051961,negative regulation of nervous system development,1.77920804269439,0.00257995105922109,-1.76341582380653,0.00304692043805062,5up_15down
GO:0051962,positive regulation of nervous system development,1.98225312685085,1.51619879653683e-07,-1.97396539360269,8.04207163846152e-08,5up_15down
GO:0051963,regulation of synapse assembly,2.2468521317836,3.98615384615385e-08,-2.26849943753525,2.591e-08,5up_15down
GO:0051965,positive regulation of synapse assembly,1.95167831408777,0.00163804476252452,-1.99113198929007,0.00145201168105384,5up_15down
GO:0051966,"regulation of synaptic transmission, glutamatergic",1.67627328163759,0.0350283313587622,-1.84625916230151,0.00716451860458503,5up_15down
GO:0060021,roof of mouth development,1.72158010492194,0.0257875555453907,-1.82197175726077,0.0114502137051624,5up_15down
GO:0060078,regulation of postsynaptic membrane potential,1.82901012971065,0.000846930754409039,-1.79612729146114,0.0022778828182574,5up_15down
GO:0060079,excitatory postsynaptic potential,1.81634931057573,0.00506519375319044,-1.66772354633669,0.0243845885552549,5up_15down
GO:0060147,regulation of post-transcriptional gene silencing,1.78460793159817,0.0480894656887515,-1.9434066239047,0.0199004590776537,5up_15down
GO:0060173,limb development,1.7433585930975,0.00213317070963117,-1.79409334805412,0.00245622592119275,5up_15down
GO:0060349,bone morphogenesis,1.75095275219915,0.0107695796956014,-1.6590098810085,0.046692442124198,5up_15down
GO:0060411,cardiac septum morphogenesis,2.06060145165013,0.00108365854648713,-1.71517622639127,0.043351502337872,5up_15down
GO:0060412,ventricular septum morphogenesis,1.95646909948747,0.00508896379992026,-1.89099800891883,0.0157961951699529,5up_15down
GO:0060560,developmental growth involved in morphogenesis,2.04479004887687,4.68903884752649e-07,-2.00694450927487,2.22062746310362e-07,5up_15down
GO:0060562,epithelial tube morphogenesis,1.94713727674322,1.64145894621192e-06,-1.77580445932695,0.000193346422917948,5up_15down
GO:0060606,tube closure,1.90707066440978,0.00161258406501774,-1.78095032350193,0.00580825116516333,5up_15down
GO:0060840,artery development,1.95328322332157,0.000902145669748991,-1.8036384128131,0.00453436693865323,5up_15down
GO:0060996,dendritic spine development,1.91960205913282,0.000111809067869599,-2.09840722605987,3.52796311777697e-06,5up_15down
GO:0060997,dendritic spine morphogenesis,1.79511965381613,0.00704497933516002,-1.9556742985836,0.000557511504843143,5up_15down
GO:0060998,regulation of dendritic spine development,1.93954594699274,0.000678386601303528,-2.19503430289201,4.52141092376379e-06,5up_15down
GO:0060999,positive regulation of dendritic spine development,1.9491229302722,0.00258202375538131,-2.09936367016023,0.000227416753438159,5up_15down
GO:0061001,regulation of dendritic spine morphogenesis,1.87279129304571,0.00724912696912369,-2.02277068273977,0.00111500868986127,5up_15down
GO:0061387,regulation of extent of cell growth,2.14593491030047,8.13350082561861e-06,-1.94568935597539,0.000223346064710495,5up_15down
GO:0061548,ganglion development,1.83107386908393,0.0350283313587622,-1.8829068943806,0.0469635114073668,5up_15down
GO:0070570,regulation of neuron projection regeneration,1.77024627140171,0.0217273779856673,-1.81670982908751,0.0181445714168924,5up_15down
GO:0070571,negative regulation of neuron projection regeneration,1.86494089997039,0.0228859112693616,-1.91583630840581,0.0335473004384233,5up_15down
GO:0070828,heterochromatin organization,1.60551704192615,0.031358210433117,-1.8828754991858,0.000850845907067929,5up_15down
GO:0071526,semaphorin-plexin signaling pathway,1.98820785120276,0.00381058991304961,-2.15209410077109,0.000440579493558499,5up_15down
GO:0072175,epithelial tube formation,1.9392234758143,0.000681075046703085,-1.76273178498173,0.00618267581667996,5up_15down
GO:0086001,cardiac muscle cell action potential,1.7578847264978,0.0426338302349653,-1.81866405577409,0.0243845885552549,5up_15down
GO:0090287,regulation of cellular response to growth factor stimulus,1.69128141258074,0.00176407857826056,-1.67330105648767,0.00427373467988165,5up_15down
GO:0097061,dendritic spine organization,1.86707980983174,0.00257995105922109,-2.01387472551807,0.000124809538625083,5up_15down
GO:0097091,synaptic vesicle clustering,2.11659353083703,0.00127729554244407,-1.99116391367914,0.0111364007925434,5up_15down
GO:0097106,postsynaptic density organization,2.00334796117724,0.00238215131493385,-1.90012453421831,0.00580825116516333,5up_15down
GO:0097107,postsynaptic density assembly,1.97065669482704,0.0239604813441596,-2.07382391868481,0.00538901953231181,5up_15down
GO:0097479,synaptic vesicle localization,2.02602018394971,0.000787265998755339,-1.80884750053504,0.024946160721037,5up_15down
GO:0097485,neuron projection guidance,2.43373910036601,3.98615384615385e-08,-2.35255555877489,2.591e-08,5up_15down
GO:0098698,postsynaptic specialization assembly,2.06622664040339,0.00174144770781526,-1.91091031727541,0.00851162745259832,5up_15down
GO:0098815,modulation of excitatory postsynaptic potential,1.9534576885746,0.00219804948939412,-1.76745420781037,0.0139514653910562,5up_15down
GO:0098901,regulation of cardiac muscle cell action potential,1.98933780764575,0.00593582793025357,-1.85071688812484,0.032864795780341,5up_15down
GO:0099054,presynapse assembly,2.10597027178521,0.000189741311212159,-1.90332633907573,0.00580825116516333,5up_15down
GO:0099068,postsynapse assembly,2.08975282838853,3.78071046265639e-05,-2.04593605909058,0.000133440327234382,5up_15down
GO:0099084,postsynaptic specialization organization,2.20542894499998,1.63436985546416e-05,-1.98912722670563,0.000864815654545639,5up_15down
GO:0099172,presynapse organization,2.17915676477176,0.000115785145477218,-1.99395561310895,0.00146251544308269,5up_15down
GO:0099173,postsynapse organization,2.12741396989876,3.98615384615385e-08,-2.23268792112088,2.591e-08,5up_15down
GO:0099174,regulation of presynapse organization,1.89393224213473,0.0149660477950853,-1.7507221134727,0.0360772876852181,5up_15down
GO:0099175,regulation of postsynapse organization,1.90472244469794,3.78071046265639e-05,-2.14256716025362,2.591e-08,5up_15down
GO:0099560,synaptic membrane adhesion,1.99330105754958,0.00108365854648713,-2.10538039033596,0.000443929618157898,5up_15down
GO:0099565,"chemical synaptic transmission, postsynaptic",1.76332220017258,0.00431892539115883,-1.67292824402846,0.0239404497566078,5up_15down
GO:0106027,neuron projection organization,2.00883016889593,5.70270055402926e-05,-2.14027303426502,1.2887928569884e-05,5up_15down
GO:0106030,neuron projection fasciculation,2.35457523483088,4.44675010710818e-05,-2.24807679141773,0.000472054327642649,5up_15down
GO:0150052,regulation of postsynapse assembly,1.78473833443171,0.015297007583471,-1.89331102983856,0.00556405766333726,5up_15down
GO:1901888,regulation of cell junction assembly,2.01005035454308,3.74960388205405e-07,-2.04406509570513,4.75665383716626e-08,5up_15down
GO:1901890,positive regulation of cell junction assembly,1.7222870687557,0.0166926976447063,-1.59826231199828,0.0486370333288296,5up_15down
GO:1902414,protein localization to cell junction,1.78629476900288,0.00229350287033285,-1.78348607833851,0.0023713168455629,5up_15down
GO:1904861,excitatory synapse assembly,1.90171783358396,0.0105310974418132,-1.84527795454541,0.0236814668607164,5up_15down
GO:1905606,regulation of presynapse assembly,1.94243504667922,0.00887497174860106,-1.80928033834394,0.0295985825516694,5up_15down
GO:1990138,neuron projection extension,2.04464036720988,3.3835911474774e-06,-2.02188558372605,8.07284793650495e-06,5up_15down
GO:2001222,regulation of neuron migration,2.23344665643101,6.95644290195003e-05,-2.08725407596488,0.000555057624891164,5up_15down
