ID,Description,NES_5v0,padj_5v0,NES_15v5,padj_15v5,mirror_class
GO:0001508,action potential,1.91308788545604,0.000200558188293923,-1.86805130245888,0.00048529925395984,5up_15down
GO:0001708,cell fate specification,2.29553621894351,7.10717899488529e-06,-1.83701403785758,0.0137328588423942,5up_15down
GO:0001763,morphogenesis of a branching structure,1.70815442414904,0.00219804948939412,-1.64782678027181,0.0131764036691923,5up_15down
GO:0001764,neuron migration,2.43887425391402,3.98615384615385e-08,-2.47185833776674,2.591e-08,5up_15down
GO:0001838,embryonic epithelial tube formation,1.95749185535965,0.0003198604680691,-1.84910855979029,0.00228236623089005,5up_15down
GO:0001841,neural tube formation,1.9191713571329,0.00118960309772718,-1.81844956356339,0.00427373467988165,5up_15down
GO:0001843,neural tube closure,1.90707066440978,0.00161258406501774,-1.78095032350193,0.00580825116516333,5up_15down
GO:0002064,epithelial cell development,1.59405223706798,0.0221867411409424,-1.6220306720734,0.0155886286184527,5up_15down
GO:0002065,columnar/cuboidal epithelial cell differentiation,1.88396142022824,0.00652538429010266,-1.8358293414825,0.0104933513181087,5up_15down
GO:0002181,cytoplasmic translation,-1.63867254814268,0.00671910862078862,1.86892154821087,9.54734095307026e-05,5down_15up
GO:0003002,regionalization,1.4960463570809,0.0255140644521535,-1.47096329304539,0.047726384607863,5up_15down
GO:0003007,heart morphogenesis,2.03923692875588,1.84520496727877e-06,-1.93492386040575,2.83664536513414e-05,5up_15down
GO:0003148,outflow tract septum morphogenesis,2.19068513918736,0.000457521606468027,-1.84310127510887,0.040758057572297,5up_15down
GO:0003151,outflow tract morphogenesis,1.93970853577674,0.00507484420749566,-1.96040477985038,0.00245622592119275,5up_15down
GO:0003205,cardiac chamber development,2.13354606827956,1.84520496727877e-06,-2.05015545213943,9.94396974397231e-06,5up_15down
GO:0003206,cardiac chamber morphogenesis,1.93376479249002,0.00114615662167943,-1.77385151352042,0.0102002452043455,5up_15down
GO:0003231,cardiac ventricle development,1.98274944530399,0.000288619823334684,-1.8624185129032,0.00242076933297036,5up_15down
GO:0003279,cardiac septum development,2.27073384931891,2.45346456191699e-06,-2.03049378640874,0.000279012328187653,5up_15down
GO:0003281,ventricular septum development,2.23218919204694,6.50560969945119e-05,-1.97628738797972,0.00202410853980246,5up_15down
GO:0006310,DNA recombination,-1.44880292186317,0.0244917533025162,1.43228946708276,0.0224000292537948,5down_15up
GO:0006364,rRNA processing,-1.71428293199286,0.000954490133570698,1.90855312795501,4.45562932271791e-05,5down_15up
GO:0006457,protein folding,-1.92029622013594,0.000105210292774391,1.89923304690972,0.000153518571021923,5down_15up
GO:0006887,exocytosis,1.40142097993642,0.0409741970149066,-1.58497049817084,0.00304692043805062,5up_15down
GO:0007026,negative regulation of microtubule depolymerization,1.79111046840154,0.0367950126253012,-1.89417360988306,0.0155151877115316,5up_15down
GO:0007156,homophilic cell-cell adhesion,2.34380505725644,4.90816899267184e-07,-2.19589472217327,2.19752139762434e-05,5up_15down
GO:0007163,establishment or maintenance of cell polarity,1.79753184233005,0.000188622350326506,-1.70662446676417,0.00146251544308269,5up_15down
GO:0007264,small GTPase-mediated signal transduction,1.6348792418465,0.000678386601303528,-1.69146810823262,0.00012501098349983,5up_15down
GO:0007389,pattern specification process,1.67698514803304,0.000506940201311215,-1.57702469643796,0.004347422502361,5up_15down
GO:0007411,axon guidance,2.39837016385695,3.98615384615385e-08,-2.36676046351238,2.591e-08,5up_15down
GO:0007413,axonal fasciculation,2.35457523483088,4.44675010710818e-05,-2.24807679141773,0.000472054327642649,5up_15down
GO:0007416,synapse assembly,2.27511119250426,3.98615384615385e-08,-2.22856809787977,2.591e-08,5up_15down
GO:0007611,learning or memory,1.60420638543095,0.00174144770781526,-1.6530762991967,0.000930856121752092,5up_15down
GO:0007612,learning,1.77245334626059,0.00134297567262212,-1.80399391062285,0.000927606960415665,5up_15down
GO:0007626,locomotory behavior,1.67289486227606,0.00352780730086829,-1.61234374901495,0.0104559689158445,5up_15down
GO:0007632,visual behavior,1.91857122224565,0.00326929811882145,-1.94319992308405,0.00370856246536243,5up_15down
GO:0008038,neuron recognition,2.21419349558241,5.1512888497491e-05,-2.19033333618702,0.000271581898475578,5up_15down
GO:0008306,associative learning,1.71539339401038,0.015297007583471,-1.7829059289184,0.00675751561235941,5up_15down
GO:0008344,adult locomotory behavior,1.6986143374916,0.013786506749496,-1.76659089055272,0.00765500508606012,5up_15down
GO:0008347,glial cell migration,1.83053513705355,0.00979675244989632,-1.73869744681955,0.034487383710998,5up_15down
GO:0008361,regulation of cell size,1.92710308450092,1.93047281399796e-05,-1.96229191465019,1.36898527906954e-05,5up_15down
GO:0008542,visual learning,1.8591145618028,0.00887497174860106,-1.96619054269604,0.00245174492392888,5up_15down
GO:0009791,post-embryonic development,1.68695523585576,0.0273073705977955,-1.73354120226508,0.0183296784866256,5up_15down
GO:0009880,embryonic pattern specification,1.88001771938233,0.00530003635210423,-1.69623435003396,0.046692442124198,5up_15down
GO:0009952,anterior/posterior pattern specification,1.81401929664201,0.0033898277881504,-1.78621788180394,0.00453436693865323,5up_15down
GO:0010001,glial cell differentiation,1.45776012737898,0.0363309556993448,-1.5016201821312,0.0230061001215613,5up_15down
GO:0010976,positive regulation of neuron projection development,1.6316712345305,0.00597035236104425,-1.87220362209342,4.12126929011061e-05,5up_15down
GO:0010977,negative regulation of neuron projection development,1.81327989028818,0.00108365854648713,-1.91775106754228,0.000227416753438159,5up_15down
GO:0014020,primary neural tube formation,1.89751145113515,0.00214738449022849,-1.83440687341541,0.00580825116516333,5up_15down
GO:0016072,rRNA metabolic process,-1.52259978648333,0.015534861903579,1.73935172965778,0.000490596563694416,5down_15up
GO:0016331,morphogenesis of embryonic epithelium,1.95804240225367,5.97674266890579e-05,-1.78948289754266,0.00145521469022081,5up_15down
GO:0016358,dendrite development,2.1375039223486,3.98615384615385e-08,-2.22546789041359,2.591e-08,5up_15down
GO:0016441,post-transcriptional gene silencing,2.25298255319117,3.17432994825038e-05,-2.27405436373701,2.69689640095107e-05,5up_15down
GO:0019226,transmission of nerve impulse,1.95369638225098,0.00118962266937144,-1.76059444720174,0.0147511025909534,5up_15down
GO:0021510,spinal cord development,1.8263640560801,0.00174306464046832,-1.92957125323035,0.000695057966421658,5up_15down
GO:0021515,cell differentiation in spinal cord,2.03954831839828,0.0135328541973869,-1.86605032700494,0.0387314708030074,5up_15down
GO:0021522,spinal cord motor neuron differentiation,1.85367521929998,0.020509527488864,-1.97122022685913,0.00549951073494903,5up_15down
GO:0021535,cell migration in hindbrain,2.05192800511122,0.00336863801946511,-1.89632113911014,0.0257464055138505,5up_15down
GO:0021537,telencephalon development,2.03730165409495,3.98615384615385e-08,-2.02589489970226,2.591e-08,5up_15down
GO:0021543,pallium development,1.67784553026509,0.00260882249726098,-1.75256478308992,0.000927606960415665,5up_15down
GO:0021545,cranial nerve development,2.21917879973596,5.23899890944443e-05,-1.85332170967698,0.00875804246153087,5up_15down
GO:0021549,cerebellum development,1.77578153355744,0.00439644034859378,-1.82815095690128,0.00186840606688055,5up_15down
GO:0021602,cranial nerve morphogenesis,2.2692254167102,0.000125847916261735,-2.14561610144435,0.00160920736405536,5up_15down
GO:0021675,nerve development,1.92989891686059,0.00122336965975845,-1.89183021208582,0.00427373467988165,5up_15down
GO:0021700,developmental maturation,1.49521804845481,0.0153396548580852,-1.42318134444402,0.0433661424460245,5up_15down
GO:0021772,olfactory bulb development,2.03750399785496,0.000576895106417652,-1.8758894014566,0.00822770050898866,5up_15down
GO:0021795,cerebral cortex cell migration,2.10810379364679,0.000627474673566384,-1.93694628459243,0.00380181383256025,5up_15down
GO:0021799,cerebral cortex radially oriented cell migration,1.96325368945117,0.00269309997365482,-1.88270695507043,0.0115502066113409,5up_15down
GO:0021872,forebrain generation of neurons,2.286836180731,2.01089661584601e-06,-2.07034912266566,0.000227416753438159,5up_15down
GO:0021879,forebrain neuron differentiation,2.28699929300977,1.84520496727877e-06,-2.05141067698761,0.000175968513957249,5up_15down
GO:0021884,forebrain neuron development,2.01918306925573,0.00218800250272909,-2.05640977099382,0.0027340087266984,5up_15down
GO:0021885,forebrain cell migration,2.23188051966394,3.17432994825038e-05,-2.03959339190931,0.000864815654545639,5up_15down
GO:0021915,neural tube development,1.83111483938074,0.000772858034054456,-1.75725389929403,0.00205075555389064,5up_15down
GO:0021952,central nervous system projection neuron axonogenesis,2.23798191136973,8.67379109588671e-05,-2.57978849887828,2.591e-08,5up_15down
GO:0021953,central nervous system neuron differentiation,2.49974447135614,3.98615384615385e-08,-2.44520357174861,2.591e-08,5up_15down
GO:0021954,central nervous system neuron development,2.43213918824503,3.98615384615385e-08,-2.56584572086128,2.591e-08,5up_15down
GO:0021955,central nervous system neuron axonogenesis,2.31274338649263,3.59373063418425e-05,-2.64265099998555,2.591e-08,5up_15down
GO:0021987,cerebral cortex development,1.88975640446311,0.000209626691220053,-1.79430044809834,0.00200962588375683,5up_15down
GO:0021988,olfactory lobe development,2.0674644081006,0.000839077269896153,-1.75605259723633,0.0284053968216359,5up_15down
GO:0022029,telencephalon cell migration,2.20232935957639,4.44675010710818e-05,-2.05859314637689,0.000843605354170162,5up_15down
GO:0022037,metencephalon development,1.79959878876784,0.00184212599203346,-1.80482238983145,0.00163623886710384,5up_15down
GO:0022038,corpus callosum development,1.85587432516811,0.0227681161378281,-2.22176878047151,9.46676991021814e-05,5up_15down
GO:0022604,regulation of cell morphogenesis,1.59115196263076,0.0074328545118905,-1.7848945413839,0.000393967585503122,5up_15down
GO:0030010,establishment of cell polarity,1.69073433957766,0.00430311044586219,-1.5453107647293,0.0438230119780653,5up_15down
GO:0030307,positive regulation of cell growth,1.5531141780857,0.0473326519931223,-1.54230239687395,0.0419222603405097,5up_15down
GO:0030326,embryonic limb morphogenesis,1.80750860751049,0.00745613764078677,-1.66037793420417,0.0387314708030074,5up_15down
GO:0030516,regulation of axon extension,2.14524360406256,3.78071046265639e-05,-1.95256229818667,0.00146251544308269,5up_15down
GO:0030534,adult behavior,1.80954881308449,0.00121835008083072,-1.88789079337295,0.000283753245144138,5up_15down
GO:0030902,hindbrain development,1.87893560460427,0.000201108163520319,-1.89089991144517,0.000154601344285864,5up_15down
GO:0031345,negative regulation of cell projection organization,1.62935169444393,0.0063689553431731,-1.85466923618905,0.000217076228586848,5up_15down
GO:0031346,positive regulation of cell projection organization,1.83075440621077,2.64943364677607e-06,-1.98689627764331,2.591e-08,5up_15down
GO:0031507,heterochromatin formation,1.58774873493015,0.0451180892072894,-1.90046773708223,0.000555057624891164,5up_15down
GO:0031644,regulation of nervous system process,1.71266718143898,0.0074328545118905,-1.68528209360201,0.0136794502593493,5up_15down
GO:0032535,regulation of cellular component size,1.77955724998803,2.98301535943333e-05,-1.74938348241424,8.14839569253289e-05,5up_15down
GO:0033044,regulation of chromosome organization,-1.75702911346099,0.00176407857826056,1.59727174400031,0.00914219975563387,5down_15up
GO:0034331,cell junction maintenance,1.89025931994955,0.00341863124123862,-1.67680778105522,0.0493557268677842,5up_15down
GO:0035107,appendage morphogenesis,1.74866378199538,0.00525003024901295,-1.75791192935825,0.0066707278390206,5up_15down
GO:0035108,limb morphogenesis,1.74866378199538,0.00525003024901295,-1.75791192935825,0.0066707278390206,5up_15down
GO:0035113,embryonic appendage morphogenesis,1.80750860751049,0.00745613764078677,-1.66037793420417,0.0387314708030074,5up_15down
GO:0035148,tube formation,1.91088167525408,0.000149304322432087,-1.67899592183628,0.00592070084764081,5up_15down
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,2.19171784420751,0.00014168211430766,-2.19359318938712,9.21505164798574e-05,5up_15down
